year,statefp,puma5ce,immigrant_nonprofits,state
2009,06,02905,0.9830960854092513,California
2009,06,03300,2,California
2009,06,03701,0.08356290174471998,California
2009,06,03702,1.91643709825528,California
2009,06,03705,0.9855072463768114,California
2009,06,03706,1.0000000000000004,California
2009,06,03707,0.9799334813523066,California
2009,06,03708,1.5491867195197446,California
2009,06,03709,0.116279069767442,California
2009,06,03710,0.7900440230274294,California
2009,06,03711,0.9989648033126295,California
2009,06,03712,0.0010351966873706,California
2009,06,03713,3.38638672536404e-4,California
2009,06,03715,1.070019858600548,California
2009,06,03716,0.1513036547068021,California
2009,06,03717,2.9543491619842825,California
2009,06,03718,1.8837209302325595,California
2009,06,03719,4.998472116119174,California
2009,06,03720,3.39673913043478e-4,California
2009,06,03721,0.42051630434782605,California
2009,06,03722,1.8599348534201958,California
2009,06,03723,0.17814542781604817,California
2009,06,03724,4.027592644967561,California
2009,06,03725,0.9981776765375842,California
2009,06,03726,0.001366742596810934,California
2009,06,03727,0.9348068234860986,California
2009,06,03728,1,California
2009,06,03729,0.7176156765554197,California
2009,06,03730,1.910368717426784,California
2009,06,03731,3.1986537484071014,California
2009,06,03732,2.9022779088347663,California
2009,06,03733,4.50992383163054,California
2009,06,03734,2.314419264136832,California
2009,06,03735,0.001527883880825058,California
2009,06,03736,1.991691842900303,California
2009,06,03737,0.07390648917119869,California
2009,06,03738,1.9683463309369007,California
2009,06,03739,0.94970760233918206,California
2009,06,03741,0.047255369928401,California
2009,06,03743,0.1947494033412888,California
2009,06,03744,6.675512048957359,California
2009,06,03746,0.25620860927152306,California
2009,06,03747,2.1965877746017104,California
2009,06,03748,1.1262948240550483,California
2009,06,03749,0.00457038391224863,California
2009,06,03750,1.9246306205163333,California
2009,06,03751,0.8628158844765341,California
2009,06,03752,2.0000000000000018,California
2009,06,03753,0.9915611814345991,California
2009,06,03754,1.049375807376676,California
2009,06,03755,1.0093554088495438,California
2009,06,03758,0.21255349500713272,California
2009,06,03759,0.010054844606947,California
2009,06,03760,0.994782608695652,California
2009,06,03761,1.0052173913043478,California
2009,06,03762,0.6050895381715355,California
2009,06,03764,1,California
2009,06,03765,1.0000000000000004,California
2009,06,03766,0.8150581101566452,California
2009,06,03767,0.394910461828464,California
2009,06,03769,0.1849418898433552,California
2009,06,05301,1,California
2009,06,05500,2,California
2009,06,05901,0.5853503184713371,California
2009,06,05902,4.04367165386171e-4,California
2009,06,05903,0.580476525321607,California
2009,06,05904,2.312886075913865,California
2009,06,05905,1.522747416309713,California
2009,06,05907,2.244308328291994,California
2009,06,05908,1.929302782819116,California
2009,06,05909,0.5197368421052628,California
2009,06,05910,0.30665204678362573,California
2009,06,05911,1.0021621621621617,California
2009,06,05912,0.9854810483682169,California
2009,06,05913,0.09405405405405408,California
2009,06,05914,0.0126422250316056,California
2009,06,05916,1.334531881755333,California
2009,06,05917,1.5808379995207928,California
2009,06,05918,2.9884259259259243,California
2009,06,06102,0.9954954954954958,California
2009,06,06103,1.0045045045045047,California
2009,06,06502,0.9999999999999997,California
2009,06,06508,1,California
2009,06,06703,0.44618649193941784,California
2009,06,06704,2.4609140789940933,California
2009,06,06705,1.0005892751915146,California
2009,06,06707,4.44184981035343,California
2009,06,06708,1.6285308875905762,California
2009,06,06709,1.0131331596346729,California
2009,06,06710,0.6958525345622127,California
2009,06,06711,0.31294376173408384,California
2009,06,07101,0.0169039145907473,California
2009,06,07104,0.00638977635782748,California
2009,06,07105,0.9993614303959134,California
2009,06,07107,6.38569604086845e-4,California
2009,06,07108,0.9840255591054312,California
2009,06,07109,0.00958466453674121,California
2009,06,07111,0.00263227165043432,California
2009,06,07112,0.9971045011845221,California
2009,06,07113,0.014033538374076766,California
2009,06,07114,2.986229688790967,California
2009,06,07302,0.9902152641878661,California
2009,06,07304,1.000473036896878,California
2009,06,07305,0.9943235572374647,California
2009,06,07307,0.00587084148727984,California
2009,06,07309,0.00520340586565752,California
2009,06,07310,0.7429463116183407,California
2009,06,07312,0.2922201138519918,California
2009,06,07314,0.00143266475644699,California
2009,06,07315,1.9999999999999996,California
2009,06,07316,0.9648335745296672,California
2009,06,07317,3.998567335243555,California
2009,06,07319,0.00391389432485323,California
2009,06,07320,1.0936842105263158,California
2009,06,07321,0.9037632107376873,California
2009,06,07322,1.002552578735997,California
2009,06,07501,3.0306616893067493,California
2009,06,07502,5.066989999192599,California
2009,06,07503,8.35794991677326,California
2009,06,07504,0.5440869652661637,California
2009,06,07506,3.11429461227032e-4,California
2009,06,07701,0.9813218390804583,California
2009,06,07702,1.0000000000000002,California
2009,06,07704,0.0186781609195402,California
2009,06,07902,0.9999999999999998,California
2009,06,08102,0.9993726474278545,California
2009,06,08103,1.0003252377685208,California
2009,06,08104,3.02114803625378e-4,California
2009,06,08105,0.6680851063829786,California
2009,06,08106,0.9180572157143998,California
2009,06,08301,1,California
2009,06,08303,2.000000000000001,California
2009,06,08501,5.413857677902624,California
