fit,se.fit,fit.low,fit.high,state_policy,origin_score
0.09467032766733639,0.40480662019110797,-0.6987506479072352,0.888091303241908,5,-3
1.6551558075500634,0.4375937466443018,0.7974720641272319,2.512839550972895,5,8
0.13353760715341745,0.41639734692726527,-0.6826011928240224,0.9496764071308573,6,-3
1.8378033379087306,0.44476503088909525,0.966063877366104,2.7095427984513574,6,8
0.05580304818125531,0.3966339880526366,-0.7215995684019125,0.833205664764423,4,-3
1.472508277191396,0.4347048516009723,0.6204867680534903,2.3245297863293017,4,8
0.016935768695174214,0.39209324492018316,-0.7515669913483848,0.7854385287387332,3,-3
1.2898607468327288,0.4361834423857187,0.4349411997567201,2.1447802939087373,3,8
0.17240488663950582,0.43113057512903336,-0.6726110406133995,1.0174208138924112,7,-3
2.0204508682674054,0.45601671548767225,1.126658105911568,2.914243630623243,7,8
-0.09966606976307595,0.40100338956870235,-0.8856327133177325,0.6863005737915807,0,-3
0.7419181557567198,0.4657950801011004,-0.17104020124143693,1.6548765127548766,0,8
-0.060798790276994856,0.3943091575091345,-0.8336447389948984,0.7120471584409087,1,-3
0.9245656861153871,0.451945095926418,0.038753298099607814,1.8103780741311666,1,8
-0.02193151079091378,0.3913108437687957,-0.7889007645777534,0.7450377429959257,2,-3
1.1072132164740545,0.4419856890446728,0.24092126594649588,1.973505167001613,2,8
-0.13853334924915703,0.4112130794382907,-0.9445109849482068,0.6674442864498927,-1,-3
0.5592706253980525,0.4832012107431522,-0.38780374765852577,1.5063449984546309,-1,8
-0.17740062873523813,0.4246847612784852,-1.0097827608410692,0.6549815033705929,-2,-3
0.3766230950393852,0.5037950277481034,-0.6108151593468973,1.3640613494256677,-2,8
