estimate,std.error,id,equal_age,unequal_age,constitution,conversion_therapies,death_penalty,employment_discrim,hate_crimes,incite_hate,joint_adoption,lgb_military,lgb_military_ban,marriage_equality,marriage_ban,samesex_legal,civil_unions,propaganda,n
0.12720548582422864,0.15157035217019535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216257
0.4436814648975119,0.2197298889473903,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10541
0.4357199311202204,0.23848390363530728,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6505
0.27457383378059086,0.27583174123717474,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22947
0.5499377206283147,0.2334344327598992,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,521
0.616777747576319,0.21804969246288958,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2164
0.24191084675235167,0.16408221058085626,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,59553
0.5648063757153285,0.24713337204489624,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7738
0.4516721379349766,0.22794665948623133,9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2885
0.38350298824305307,0.23577697641099563,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,367
0.3016794263282973,0.3125853437070373,11,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,962
0.5480564485608654,0.2335772524593996,12,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,686
0.6006548596348784,0.23450840965831504,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3541
0.490164301703121,0.22336830190812523,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,328
0.5306131332390791,0.26200204598917914,15,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5218
0.5804660628163588,0.2332914884526127,16,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1640
0.5405233121683554,0.2334974537385395,17,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,27
0.5602866803147691,0.2333425590621664,18,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,889
0.35986431847358785,0.2610503233072485,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3719
0.5127935517561688,0.23348525079457522,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,157
0.5786126816800632,0.2383680317907928,21,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,145
0.5619552763948111,0.23293727803983943,22,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1020
0.5359891862728668,0.23358696130344478,23,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,16
0.40193100036246776,0.28653615070483257,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18332
0.2636238710933197,0.22209337491460363,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2756
0.4851849941715052,0.23514380654658343,26,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,470
0.5644792124843222,0.235081081024153,27,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,338
0.6890532953196586,0.26577722334660153,28,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2541
0.6161410795889115,0.23686660145567381,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1135
0.6007443388513458,0.23543208828237505,30,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,160
0.4744831858786153,0.2411913449455886,31,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,303
0.5378372537656142,0.23346623145246093,32,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,38
0.5425365058480961,0.2333557493120506,33,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,245
0.5150868211304522,0.23771166574681996,34,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,691
0.581987238920476,0.22152065183975686,35,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,771
0.594882494165201,0.25576477887240207,36,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,860
0.6219226816501323,0.24361562958630467,37,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,221
0.27434739863446905,0.148749385106766,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9426
0.5295758253877678,0.23398472848326662,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,103
0.14300314427919744,0.10933074881577086,40,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,51856
0.5606752415870583,0.22140319560617347,41,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,539
0.5358041880709381,0.23351263199943753,42,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,19
0.3886468142951408,0.23032308764917028,43,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32539
0.41684770038464264,0.2190805581680488,44,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2851
0.07904858888971796,0.16742041401896116,45,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9775
0.60052986492092,0.24792108793120582,46,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,184
0.5434585020821784,0.22959404342646836,47,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,150
0.6414148608864803,0.23207767446693334,48,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2429
0.5192004993979252,0.23346185002930603,49,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,86
0.4633182605798058,0.21269278947274914,50,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,5768
0.5773100790050086,0.23592910797478994,51,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,68
0.2310872999483741,0.21347209570303904,52,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,6264
0.5302747214313989,0.23379899735167284,53,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,18
0.5836264422189704,0.24976258394809991,54,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1537
0.6449846124596353,0.22740015984090675,55,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,13868
0.1400482260288559,0.21200795790295965,56,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,2974
0.5418863259949434,0.2427267463987636,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600
0.09640244901766089,0.06539702375174912,58,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,476199
0.3974741539794366,0.1888991713065711,59,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,41604
0.571675147986436,0.21510946465638778,60,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,181
0.22712959094344162,0.11246470793994554,61,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,222712
0.5327493027448992,0.23355763236828317,62,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,54
0.723335459982271,0.25890851320367675,63,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,4569
0.5341975986920424,0.23355409014534678,64,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,44
0.02434788458311448,0.12267678848842672,65,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,71136
0.49627260404666584,0.24694369778179423,66,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1203
0.6496385800601748,0.2418276589165853,67,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,4426
0.4074669680034748,0.2359633149825238,68,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1371
0.5918690549022444,0.24100110603234667,69,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,252
0.6612867718433445,0.2999480272234246,70,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,3172
0.5315438500673844,0.23372548298207718,71,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,71
0.6580155456105052,0.27227893885764887,72,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,629
0.3173965902225387,0.2526520598368066,73,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,8587
0.6660471948491841,0.25316318072374794,74,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,428
0.537616743365413,0.24325134781890687,75,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,273
0.5306334860465263,0.23322032028212583,76,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,150
0.5317141075021735,0.23338938656708902,77,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,153
0.5801387292662825,0.2379487465769437,78,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,86
0.31106883637803506,0.16673563368497413,79,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,66360
0.5142600324345019,0.2332429010042023,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,190
0.593555396847692,0.3432893377399553,81,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2940
0.5822391771915618,0.2290027042053735,82,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,60
0.4967385391384751,0.26891071551847656,83,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,22811
0.4321928498471476,0.19535787330956414,84,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,21253
0.22972813282637988,0.21073446575870633,85,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,8879
0.48663090316620633,0.24998882684328458,86,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,7441
0.5503688273536654,0.24056432648508708,87,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,375
0.541229438179014,0.2331284870029901,88,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,63
0.5590202674361546,0.23456149168255547,89,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,61
0.5976800302465601,0.24322597104234678,90,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,524
0.5404899027565429,0.2334554136382105,91,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,11
0.41112298011595827,0.15582624436881315,92,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,5074
0.6474975471367614,0.2140062805052977,93,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,2540
0.24121128733987604,0.23314747855198176,94,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1191
0.5498550851392736,0.22296618860561981,95,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,43
0.5961028225676256,0.23100390145478525,96,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,170
0.6498858415894491,0.22280620032557033,97,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,215
0.6033564467997959,0.23874843971778856,98,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1226
0.4605809720861228,0.22881408697380146,99,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,562
0.6237992177536126,0.24490206997093442,100,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,208
0.6330819862704359,0.23634153571839908,101,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1053
0.4284367922110508,0.16818435770852078,102,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,4771
0.5334611151375644,0.23931885689764212,103,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,932
0.5637618893136306,0.2376630993473239,104,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,156
0.39228643589305273,0.19987736313364426,105,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,4156
0.5441881592732314,0.23381866806746507,106,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,70
0.7147210422643752,0.2402898081506129,107,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,228
0.46401575339088597,0.23004928287364138,108,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,178
0.5378727979073541,0.23338801184743233,109,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,18
0.5252256554711111,0.23289179279942512,110,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,27
0.6140402541280067,0.24644496945806701,111,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,181
0.4994481637566172,0.25967403678592205,112,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1071
0.5804459162182618,0.23402991528719666,113,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1016
0.7342494712124935,0.23879933085769778,114,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,4972
0.48463389473902735,0.2347887925202549,115,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,241
0.5500663584603322,0.23280677481922404,116,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,58
0.5143434551791267,0.23329039906207355,117,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,61
0.5675811527900756,0.2331993177273815,118,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,56
0.5331979098601543,0.23346722218364685,119,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,58
0.6812319292574978,0.1671013930901423,120,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,6672
0.7967088462818928,0.21238501171455476,121,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,2782
0.5512632137531062,0.14365026144056856,122,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,5896
0.5990259338411369,0.17423578978982673,123,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,6332
0.366317837396605,0.22890553532254324,124,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,3715
0.24554908047624943,0.394285552845561,125,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1854
0.6671344125863967,0.19048120695092483,126,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1102
0.5542491120862575,0.22678279205389917,127,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,82
0.6136454290965727,0.18777191526185272,128,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,2873
0.4458480466239164,0.2612372492590652,129,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,479
0.6551616472148789,0.23228953643993613,130,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,906
0.947176706666943,0.22690326552267945,131,1,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,3057
0.7256367918833108,0.2445328321958619,132,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4426
0.5262920826286104,0.23419067874364316,133,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,44
0.563555440471074,0.2128780106833718,134,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,127
0.4579761246588953,0.2973108174065364,135,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,9202
0.5753280143616822,0.2044900215766389,136,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,242
0.5125246984941272,0.3614303311647846,137,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,7497
0.5241523844549844,0.2195737384691303,138,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,708
0.5317841550625453,0.23338161398949803,139,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,30
0.5625683816137268,0.23662182308271837,140,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,541
0.5342292661986525,0.23296835903187352,141,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,108
0.5336630204689295,0.23352903363416713,142,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,47
0.4945490548378639,0.23421420495852352,143,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,115
0.4896779322804574,0.23312419787931063,144,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,264
0.5060126720955815,0.22078423273534464,145,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,580
0.6765597660762392,0.2430144505398787,146,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,672
0.7346317819274124,0.25064157563918266,147,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,809
0.39594099485760126,0.23814758022422333,148,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,704
