yrimmig,bpld,n_dif_sex,n_same_sex,n_spouse_dif_sex,n_spouse_same_sex,n_partner_dif_sex,n_partner_same_sex,n_spouse_oneimm_dif_sex,n_spouse_oneimm_same_sex,n_partner_oneimm_dif_sex,n_partner_oneimm_same_sex,n_spouse_adj_dif_sex,n_spouse_adj_same_sex,n_partner_adj_dif_sex,n_partner_adj_same_sex,n_spouse_2019_dif_sex,n_spouse_2019_same_sex,n_spouse_pre_2019_dif_sex,n_spouse_pre_2019_same_sex,n_partner_2019_dif_sex,n_partner_2019_same_sex,n_partner_pre_2019_dif_sex,n_partner_pre_2019_same_sex,n_total,n_spouse,n_partner,bpldid,prop_spouse_same_sex_adj,prop_partner_same_sex_adj,prop_same_sex_adj,prop_dif_sex,prop_spouse_same_sex,prop_partner_same_sex,prop_same_sex,prop_same_sex_oneimm
1976,Moldavia,5,0,5,0,0,0,1,0,0,0,3.793,0,0,0,1,0,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Ukraine,76,0,73,0,3,0,5,0,1,0,44.259,0,2.9130000000000003,0,7,0,66,0,1,0,2,0,NA,NA,NA,46530,NA,NA,NA,NA,NA,NA,NA,NA
1976,Ukraine,76,0,73,0,3,0,5,0,1,0,44.259,0,2.9130000000000003,0,7,0,66,0,1,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Armenia,16,0,16,0,0,0,5,0,0,0,9.771,0,0,0,1,0,15,0,0,0,0,0,NA,NA,NA,46540,NA,NA,NA,NA,NA,NA,NA,NA
1976,Armenia,16,0,16,0,0,0,5,0,0,0,9.771,0,0,0,1,0,15,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Azerbaijan,3,0,3,0,0,0,0,0,0,0,1.404,0,0,0,0,0,3,0,0,0,0,0,NA,NA,NA,46541,NA,NA,NA,NA,NA,NA,NA,NA
1976,Azerbaijan,3,0,3,0,0,0,0,0,0,0,1.404,0,0,0,0,0,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Uzbekistan,2,0,2,0,0,0,0,0,0,0,1.315,0,0,0,0,0,2,0,0,0,0,0,NA,NA,NA,46547,NA,NA,NA,NA,NA,NA,NA,NA
1976,Uzbekistan,2,0,2,0,0,0,0,0,0,0,1.315,0,0,0,0,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,"USSR, ns",33,0,31,0,2,0,7,0,2,0,18.316,0,1.846,0,2,0,29,0,0,0,2,0,NA,NA,NA,46590,NA,NA,NA,NA,NA,NA,NA,NA
1976,"USSR, ns",33,0,31,0,2,0,7,0,2,0,18.316,0,1.846,0,2,0,29,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,"Europe, ns.",10,0,10,0,0,0,5,0,0,0,5.807,0,0,0,1,0,9,0,0,0,0,0,NA,NA,NA,49900,NA,NA,NA,NA,NA,NA,NA,NA
1976,"Europe, ns.",10,0,10,0,0,0,5,0,0,0,5.807,0,0,0,1,0,9,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,China,597,4,589,3,8,1,38,1,1,0,344.48199999999997,1.7109999999999999,7.57,0.87,43,0,546,3,1,0,7,1,NA,NA,NA,50000,NA,NA,NA,NA,NA,NA,NA,NA
1976,Hong Kong,195,0,188,0,7,0,24,0,3,0,115.78200000000001,0,6.594,0,12,0,176,0,1,0,6,0,NA,NA,NA,50010,NA,NA,NA,NA,NA,NA,NA,NA
1976,Hong Kong,195,0,188,0,7,0,24,0,3,0,115.78200000000001,0,6.594,0,12,0,176,0,1,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Taiwan,497,2,490,2,7,0,76,0,1,0,308.68,1.55,6.594,0,46,0,444,2,1,0,6,0,NA,NA,NA,50040,NA,NA,NA,NA,NA,NA,NA,NA
1976,Taiwan,497,2,490,2,7,0,76,0,1,0,308.68,1.55,6.594,0,46,0,444,2,1,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Japan,208,2,204,1,4,1,110,0,3,1,120.594,0.775,3.787,0.976,12,0,192,1,0,0,4,1,NA,NA,NA,50100,NA,NA,NA,NA,NA,NA,NA,NA
1976,Japan,208,2,204,1,4,1,110,0,3,1,120.594,0.775,3.787,0.976,12,0,192,1,0,0,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Korea,1101,9,1084,7,17,2,295,0,7,2,628.005,4.197,16.105,1.874,70,0,1014,7,2,0,15,2,NA,NA,NA,50200,NA,NA,NA,NA,NA,NA,NA,NA
1976,Korea,1101,9,1084,7,17,2,295,0,7,2,628.005,4.197,16.105,1.874,70,0,1014,7,2,0,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Cambodia (Kampuchea),50,1,50,0,0,1,5,0,0,0,28.479,0,0,0.937,3,0,47,0,0,0,0,1,NA,NA,NA,51100,NA,NA,NA,NA,NA,NA,NA,NA
1976,Cambodia (Kampuchea),50,1,50,0,0,1,5,0,0,0,28.479,0,0,0.937,3,0,47,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Indonesia,34,1,34,0,0,1,9,0,0,1,19.791999999999998,0,0,0.976,2,0,32,0,0,0,0,1,NA,NA,NA,51200,NA,NA,NA,NA,NA,NA,NA,NA
1976,Indonesia,34,1,34,0,0,1,9,0,0,1,19.791999999999998,0,0,0.976,2,0,32,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Laos,159,0,156,0,3,0,9,0,1,0,87.649,0,2.811,0,11,0,145,0,0,0,3,0,NA,NA,NA,51300,NA,NA,NA,NA,NA,NA,NA,NA
1976,Laos,159,0,156,0,3,0,9,0,1,0,87.649,0,2.811,0,11,0,145,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Malaysia,29,0,29,0,0,0,7,0,0,0,17.768,0,0,0,3,0,26,0,0,0,0,0,NA,NA,NA,51400,NA,NA,NA,NA,NA,NA,NA,NA
1976,Malaysia,29,0,29,0,0,0,7,0,0,0,17.768,0,0,0,3,0,26,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Philippines,1479,8,1449,1,30,7,404,0,18,5,849.167,0.775,28.067999999999998,6.531000000000001,102,0,1347,1,2,0,28,7,NA,NA,NA,51500,NA,NA,NA,NA,NA,NA,NA,NA
1976,Philippines,1479,8,1449,1,30,7,404,0,18,5,849.167,0.775,28.067999999999998,6.531000000000001,102,0,1347,1,2,0,28,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Singapore,15,0,15,0,0,0,10,0,0,0,9.158999999999999,0,0,0,1,0,14,0,0,0,0,0,NA,NA,NA,51600,NA,NA,NA,NA,NA,NA,NA,NA
1976,Singapore,15,0,15,0,0,0,10,0,0,0,9.158999999999999,0,0,0,1,0,14,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Thailand,198,1,192,1,6,0,112,1,6,0,113.011,1,5.594,0,12,1,180,0,0,0,6,0,NA,NA,NA,51700,NA,NA,NA,NA,NA,NA,NA,NA
1976,Thailand,198,1,192,1,6,0,112,1,6,0,113.011,1,5.594,0,12,1,180,0,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Vietnam,248,0,246,0,2,0,36,0,1,0,147.75,0,1.807,0,20,0,226,0,0,0,2,0,NA,NA,NA,51800,NA,NA,NA,NA,NA,NA,NA,NA
1976,Vietnam,248,0,246,0,2,0,36,0,1,0,147.75,0,1.807,0,20,0,226,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Afghanistan,14,0,14,0,0,0,4,0,0,0,8.978,0,0,0,3,0,11,0,0,0,0,0,NA,NA,NA,52000,NA,NA,NA,NA,NA,NA,NA,NA
1976,Afghanistan,14,0,14,0,0,0,4,0,0,0,8.978,0,0,0,3,0,11,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,India,1128,3,1123,0,5,3,75,0,1,1,682.423,0,4.681,2.811,98,0,1025,0,1,0,4,3,NA,NA,NA,52100,NA,NA,NA,NA,NA,NA,NA,NA
1976,India,1128,3,1123,0,5,3,75,0,1,1,682.423,0,4.681,2.811,98,0,1025,0,1,0,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Bangladesh,29,0,29,0,0,0,2,0,0,0,15.62,0,0,0,1,0,28,0,0,0,0,0,NA,NA,NA,52110,NA,NA,NA,NA,NA,NA,NA,NA
1976,Bangladesh,29,0,29,0,0,0,2,0,0,0,15.62,0,0,0,1,0,28,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Bhutan,1,0,1,0,0,0,0,0,0,0,0.775,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,52120,NA,NA,NA,NA,NA,NA,NA,NA
1976,Burma (Myanmar),52,1,52,1,0,0,7,0,0,0,31.294999999999998,0.775,0,0,3,0,49,1,0,0,0,0,NA,NA,NA,52130,NA,NA,NA,NA,NA,NA,NA,NA
1976,Burma (Myanmar),52,1,52,1,0,0,7,0,0,0,31.294999999999998,0.775,0,0,3,0,49,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Pakistan,88,1,87,1,1,0,7,0,1,0,52.664,1,0.976,0,4,1,83,0,0,0,1,0,NA,NA,NA,52140,NA,NA,NA,NA,NA,NA,NA,NA
1976,Pakistan,88,1,87,1,1,0,7,0,1,0,52.664,1,0.976,0,4,1,83,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Sri Lanka (Ceylon),17,0,17,0,0,0,5,0,0,0,9.86,0,0,0,1,0,16,0,0,0,0,0,NA,NA,NA,52150,NA,NA,NA,NA,NA,NA,NA,NA
1976,Sri Lanka (Ceylon),17,0,17,0,0,0,5,0,0,0,9.86,0,0,0,1,0,16,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Iran,565,1,553,1,12,0,166,0,6,0,336,0.775,11.357,0,44,0,509,1,1,0,11,0,NA,NA,NA,52200,NA,NA,NA,NA,NA,NA,NA,NA
1976,Iran,565,1,553,1,12,0,166,0,6,0,336,0.775,11.357,0,44,0,509,1,1,0,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Nepal,1,0,1,0,0,0,0,0,0,0,0.775,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,52400,NA,NA,NA,NA,NA,NA,NA,NA
1976,Nepal,1,0,1,0,0,0,0,0,0,0,0.775,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Cyprus,4,0,4,0,0,0,2,0,0,0,2.558,0,0,0,0,0,4,0,0,0,0,0,NA,NA,NA,53100,NA,NA,NA,NA,NA,NA,NA,NA
1976,Cyprus,4,0,4,0,0,0,2,0,0,0,2.558,0,0,0,0,0,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Iraq,76,0,76,0,0,0,14,0,0,0,45.745,0,0,0,6,0,70,0,0,0,0,0,NA,NA,NA,53200,NA,NA,NA,NA,NA,NA,NA,NA
1976,Iraq,76,0,76,0,0,0,14,0,0,0,45.745,0,0,0,6,0,70,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Israel/Palestine,107,2,104,1,3,1,50,0,3,0,61.727000000000004,0.775,2.744,0.976,7,0,97,1,0,0,3,1,NA,NA,NA,53400,NA,NA,NA,NA,NA,NA,NA,NA
1976,Israel/Palestine,107,2,104,1,3,1,50,0,3,0,61.727000000000004,0.775,2.744,0.976,7,0,97,1,0,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Jordan,43,0,43,0,0,0,6,0,0,0,24.916,0,0,0,1,0,42,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Jordan,43,0,43,0,0,0,6,0,0,0,24.916,0,0,0,1,0,42,0,0,0,0,0,NA,NA,NA,53500,NA,NA,NA,NA,NA,NA,NA,NA
1976,Kuwait,2,0,2,0,0,0,2,0,0,0,1.55,0,0,0,0,0,2,0,0,0,0,0,NA,NA,NA,53600,NA,NA,NA,NA,NA,NA,NA,NA
1976,Kuwait,2,0,2,0,0,0,2,0,0,0,1.55,0,0,0,0,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Lebanon,232,0,228,0,4,0,51,0,4,0,135.524,0,3.72,0,14,0,214,0,0,0,4,0,NA,NA,NA,53700,NA,NA,NA,NA,NA,NA,NA,NA
1976,Lebanon,232,0,228,0,4,0,51,0,4,0,135.524,0,3.72,0,14,0,214,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Saudi Arabia,5,0,5,0,0,0,3,0,0,0,2.484,0,0,0,0,0,5,0,0,0,0,0,NA,NA,NA,54000,NA,NA,NA,NA,NA,NA,NA,NA
1976,Saudi Arabia,5,0,5,0,0,0,3,0,0,0,2.484,0,0,0,0,0,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Syria,54,0,54,0,0,0,10,0,0,0,30.866,0,0,0,0,0,54,0,0,0,0,0,NA,NA,NA,54100,NA,NA,NA,NA,NA,NA,NA,NA
1976,Syria,54,0,54,0,0,0,10,0,0,0,30.866,0,0,0,0,0,54,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Turkey,32,0,29,0,3,0,9,0,1,0,17.922,0,2.928,0,2,0,27,0,0,0,3,0,NA,NA,NA,54200,NA,NA,NA,NA,NA,NA,NA,NA
1976,Turkey,32,0,29,0,3,0,9,0,1,0,17.922,0,2.928,0,2,0,27,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,United Arab Emirates,1,0,1,0,0,0,1,0,0,0,0.54,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,54300,NA,NA,NA,NA,NA,NA,NA,NA
1976,Yemen Arab Republic (North),14,0,12,0,2,0,0,0,2,0,7.04,0,1.913,0,2,0,10,0,0,0,2,0,NA,NA,NA,54400,NA,NA,NA,NA,NA,NA,NA,NA
1976,Yemen Arab Republic (North),14,0,12,0,2,0,0,0,2,0,7.04,0,1.913,0,2,0,10,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,"Asia, nec/ns",34,1,32,1,2,0,8,1,2,0,20.371000000000002,0.54,1.937,0,4,0,28,1,1,0,1,0,NA,NA,NA,59900,NA,NA,NA,NA,NA,NA,NA,NA
1976,"Asia, nec/ns",34,1,32,1,2,0,8,1,2,0,20.371000000000002,0.54,1.937,0,4,0,28,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Algeria,13,1,13,1,0,0,8,1,0,0,7.293,0.775,0,0,0,0,13,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Algeria,13,1,13,1,0,0,8,1,0,0,7.293,0.775,0,0,0,0,13,1,0,0,0,0,NA,NA,NA,60011,NA,NA,NA,NA,NA,NA,NA,NA
1976,Egypt/United Arab Rep.,92,0,91,0,1,0,15,0,0,0,52.937,0,0.937,0,7,0,84,0,0,0,1,0,NA,NA,NA,60012,NA,NA,NA,NA,NA,NA,NA,NA
1976,Egypt/United Arab Rep.,92,0,91,0,1,0,15,0,0,0,52.937,0,0.937,0,7,0,84,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Libya,1,0,1,0,0,0,0,0,0,0,0.46799999999999997,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,60013,NA,NA,NA,NA,NA,NA,NA,NA
1976,Libya,1,0,1,0,0,0,0,0,0,0,0.46799999999999997,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Morocco,20,0,20,0,0,0,10,0,0,0,11.725,0,0,0,0,0,20,0,0,0,0,0,NA,NA,NA,60014,NA,NA,NA,NA,NA,NA,NA,NA
1976,Morocco,20,0,20,0,0,0,10,0,0,0,11.725,0,0,0,0,0,20,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Sudan,2,0,2,0,0,0,0,0,0,0,0.9359999999999999,0,0,0,0,0,2,0,0,0,0,0,NA,NA,NA,60015,NA,NA,NA,NA,NA,NA,NA,NA
1976,Sudan,2,0,2,0,0,0,0,0,0,0,0.9359999999999999,0,0,0,0,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Tunisia,2,0,2,0,0,0,2,0,0,0,1.55,0,0,0,0,0,2,0,0,0,0,0,NA,NA,NA,60016,NA,NA,NA,NA,NA,NA,NA,NA
1976,Tunisia,2,0,2,0,0,0,2,0,0,0,1.55,0,0,0,0,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,"North Africa, ns",5,0,5,0,0,0,3,0,0,0,2.34,0,0,0,0,0,5,0,0,0,0,0,NA,NA,NA,60019,NA,NA,NA,NA,NA,NA,NA,NA
1976,"North Africa, ns",5,0,5,0,0,0,3,0,0,0,2.34,0,0,0,0,0,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Gambia,1,0,1,0,0,0,0,0,0,0,0.775,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,60022,NA,NA,NA,NA,NA,NA,NA,NA
1976,Gambia,1,0,1,0,0,0,0,0,0,0,0.775,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Ghana,47,0,43,0,4,0,6,0,0,0,24.571,0,3.8070000000000004,0,1,0,42,0,2,0,2,0,NA,NA,NA,60023,NA,NA,NA,NA,NA,NA,NA,NA
1976,Ghana,47,0,43,0,4,0,6,0,0,0,24.571,0,3.8070000000000004,0,1,0,42,0,2,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Guinea,1,0,1,0,0,0,0,0,0,0,0.54,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,60024,NA,NA,NA,NA,NA,NA,NA,NA
1976,Guinea,1,0,1,0,0,0,0,0,0,0,0.54,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Liberia,6,0,6,0,0,0,0,0,0,0,3.096,0,0,0,0,0,6,0,0,0,0,0,NA,NA,NA,60027,NA,NA,NA,NA,NA,NA,NA,NA
1976,Liberia,6,0,6,0,0,0,0,0,0,0,3.096,0,0,0,0,0,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Nigeria,104,1,104,0,0,1,24,0,0,0,60.273,0,0,0.937,8,0,96,0,0,0,0,1,NA,NA,NA,60031,NA,NA,NA,NA,NA,NA,NA,NA
1976,Nigeria,104,1,104,0,0,1,24,0,0,0,60.273,0,0,0.937,8,0,96,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Senegal,1,0,1,0,0,0,1,0,0,0,0.775,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Senegal,1,0,1,0,0,0,1,0,0,0,0.775,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,60032,NA,NA,NA,NA,NA,NA,NA,NA
1976,Sierra Leone,6,0,5,0,1,0,2,0,0,0,3.793,0,0.976,0,1,0,4,0,0,0,1,0,NA,NA,NA,60033,NA,NA,NA,NA,NA,NA,NA,NA
1976,Sierra Leone,6,0,5,0,1,0,2,0,0,0,3.793,0,0.976,0,1,0,4,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,"Western Africa, ns",4,0,4,0,0,0,1,0,0,0,1.944,0,0,0,0,0,4,0,0,0,0,0,NA,NA,NA,60038,NA,NA,NA,NA,NA,NA,NA,NA
1976,"Western Africa, ns",4,0,4,0,0,0,1,0,0,0,1.944,0,0,0,0,0,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Ethiopia,7,0,7,0,0,0,3,0,0,0,4.494,0,0,0,1,0,6,0,0,0,0,0,NA,NA,NA,60044,NA,NA,NA,NA,NA,NA,NA,NA
1976,Ethiopia,7,0,7,0,0,0,3,0,0,0,4.494,0,0,0,1,0,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Kenya,26,0,25,0,1,0,3,0,0,0,15.190999999999999,0,0.87,0,3,0,22,0,0,0,1,0,NA,NA,NA,60045,NA,NA,NA,NA,NA,NA,NA,NA
1976,Kenya,26,0,25,0,1,0,3,0,0,0,15.190999999999999,0,0.87,0,3,0,22,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Somalia,2,0,2,0,0,0,2,0,0,0,1.008,0,0,0,0,0,2,0,0,0,0,0,NA,NA,NA,60053,NA,NA,NA,NA,NA,NA,NA,NA
1976,Somalia,2,0,2,0,0,0,2,0,0,0,1.008,0,0,0,0,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Tanzania,11,1,11,1,0,0,2,0,0,0,7.891,0.46799999999999997,0,0,2,0,9,1,0,0,0,0,NA,NA,NA,60054,NA,NA,NA,NA,NA,NA,NA,NA
1976,Tanzania,11,1,11,1,0,0,2,0,0,0,7.891,0.46799999999999997,0,0,2,0,9,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Uganda,11,0,10,0,1,0,2,0,1,0,5.826,0,0.937,0,1,0,9,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Uganda,11,0,10,0,1,0,2,0,1,0,5.826,0,0.937,0,1,0,9,0,0,0,1,0,NA,NA,NA,60055,NA,NA,NA,NA,NA,NA,NA,NA
1976,Zambia,1,0,1,0,0,0,0,0,0,0,0.775,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,60056,NA,NA,NA,NA,NA,NA,NA,NA
1976,Zambia,1,0,1,0,0,0,0,0,0,0,0.775,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Zimbabwe,7,0,7,0,0,0,4,0,0,0,4.494,0,0,0,1,0,6,0,0,0,0,0,NA,NA,NA,60057,NA,NA,NA,NA,NA,NA,NA,NA
1976,Zimbabwe,7,0,7,0,0,0,4,0,0,0,4.494,0,0,0,1,0,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,"Eastern Africa, nec/ns",13,0,13,0,0,0,4,0,0,0,7.384,0,0,0,0,0,13,0,0,0,0,0,NA,NA,NA,60064,NA,NA,NA,NA,NA,NA,NA,NA
1976,"Eastern Africa, nec/ns",13,0,13,0,0,0,4,0,0,0,7.384,0,0,0,0,0,13,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Eritrea,3,0,3,0,0,0,0,0,0,0,1.404,0,0,0,0,0,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Eritrea,3,0,3,0,0,0,0,0,0,0,1.404,0,0,0,0,0,3,0,0,0,0,0,NA,NA,NA,60065,NA,NA,NA,NA,NA,NA,NA,NA
1976,Cameroon,5,0,5,0,0,0,1,0,0,0,2.647,0,0,0,0,0,5,0,0,0,0,0,NA,NA,NA,60072,NA,NA,NA,NA,NA,NA,NA,NA
1976,Cameroon,5,0,5,0,0,0,1,0,0,0,2.647,0,0,0,0,0,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Zaire,2,0,2,0,0,0,1,0,0,0,1.55,0,0,0,0,0,2,0,0,0,0,0,NA,NA,NA,60079,NA,NA,NA,NA,NA,NA,NA,NA
1976,Zaire,2,0,2,0,0,0,1,0,0,0,1.55,0,0,0,0,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,South Africa (Union of),95,1,93,0,2,1,32,0,1,1,52.666,0,1.874,0.937,3,0,90,0,0,0,2,1,NA,NA,NA,60094,NA,NA,NA,NA,NA,NA,NA,NA
1976,South Africa (Union of),95,1,93,0,2,1,32,0,1,1,52.666,0,1.874,0.937,3,0,90,0,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,"Africa, ns/nec",26,0,24,0,2,0,5,0,2,0,13.559000000000001,0,1.74,0,0,0,24,0,0,0,2,0,NA,NA,NA,60099,NA,NA,NA,NA,NA,NA,NA,NA
1976,"Africa, ns/nec",26,0,24,0,2,0,5,0,2,0,13.559000000000001,0,1.74,0,0,0,24,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Australia,48,1,46,1,2,0,35,1,1,0,29.991999999999997,0.775,1.937,0,6,0,40,1,1,0,1,0,NA,NA,NA,70010,NA,NA,NA,NA,NA,NA,NA,NA
1976,Australia,48,1,46,1,2,0,35,1,1,0,29.991999999999997,0.775,1.937,0,6,0,40,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,New Zealand,16,1,15,0,1,1,13,0,1,0,9.466000000000001,0,0.937,0.976,1,0,14,0,0,0,1,1,NA,NA,NA,70020,NA,NA,NA,NA,NA,NA,NA,NA
1976,New Zealand,16,1,15,0,1,1,13,0,1,0,9.466000000000001,0,0.937,0.976,1,0,14,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Fiji,27,0,27,0,0,0,2,0,0,0,15.523,0,0,0,2,0,25,0,0,0,0,0,NA,NA,NA,71015,NA,NA,NA,NA,NA,NA,NA,NA
1976,Fiji,27,0,27,0,0,0,2,0,0,0,15.523,0,0,0,2,0,25,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Tonga,17,0,17,0,0,0,8,0,0,0,9.606000000000002,0,0,0,1,0,16,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Tonga,17,0,17,0,0,0,8,0,0,0,9.606000000000002,0,0,0,1,0,16,0,0,0,0,0,NA,NA,NA,71023,NA,NA,NA,NA,NA,NA,NA,NA
1976,Marshall Islands,2,0,2,0,0,0,2,0,0,0,1.54,0,0,0,1,0,1,0,0,0,0,0,NA,NA,NA,71041,NA,NA,NA,NA,NA,NA,NA,NA
1976,Marshall Islands,2,0,2,0,0,0,2,0,0,0,1.54,0,0,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
