yrimmig,bpld,n_dif_sex,n_same_sex,n_spouse_dif_sex,n_spouse_same_sex,n_partner_dif_sex,n_partner_same_sex,n_spouse_oneimm_dif_sex,n_spouse_oneimm_same_sex,n_partner_oneimm_dif_sex,n_partner_oneimm_same_sex,n_spouse_twoimm_dif_sex,n_spouse_twoimm_same_sex,n_partner_twoimm_dif_sex,n_partner_twoimm_same_sex,n_spouse_adj_dif_sex,n_spouse_adj_same_sex,n_partner_adj_dif_sex,n_partner_adj_same_sex,n_spouse_2019_dif_sex,n_spouse_2019_same_sex,n_spouse_pre_2019_dif_sex,n_spouse_pre_2019_same_sex,n_partner_2019_dif_sex,n_partner_2019_same_sex,n_partner_pre_2019_dif_sex,n_partner_pre_2019_same_sex,n_total,n_spouse,n_partner,bpldid.x,prop_spouse_same_sex_adj,prop_partner_same_sex_adj,prop_same_sex_adj,prop_dif_sex,prop_spouse_same_sex,prop_partner_same_sex,prop_same_sex,prop_same_sex_oneimm,prop_same_sex_twoimm,Country,origin_score,iso_o,pc_income,rgdpe,pop,wage_dif,unemployment,unemp_dif,country,vdem,contig,comlang_off,comlang_ethno,colony,comcol,curcol,col45,smctry,dist,distcap,distw,distwces,stock_prop,bpldid.y,prop_same_std,prop_dif_std,origin_std,yr_fac
1991,"United Kingdom, ns",32483,125,31926,41,557,84,20156,41,492,84,11770,0,65,0,20250.913,41,522.059,78.708,2225,41,29701,0,0,0,557,84,55543,17667,1600,41300,0.07381668257026087,0.1417064256521974,0.2155231082224583,58.48261707145815,0.07381668257026087,0.1512341789244369,0.22505086149469777,0.2250508614946978,0,United Kingdom,0,GBR,24.499886849167805,1403617.75,57.290785,9.597173095743399,8.552000046,-1.7519998550000002,United Kingdom,0.756,0,1,1,1,0,0,0,0,5570.1611328125,5901.34326171875,6878.49348148346,6655.4152963127835,0.026719682836136963,41300,NA,NA,-0.6015588776693215,1991
1991,Ireland,12003,222,11618,83,385,139,5010,83,277,139,6608,0,108,0,7156.826999999999,64.325,370.993,130.243,1492,0,10126,83,0,0,385,139,18078,7886,524,41400,0.3558192277906848,0.7204502710476822,1.076269498838367,66.39561898440093,0.45912158424604493,0.7688903639783162,1.2280119482243612,1.228011948224361,0,Ireland,1,IRL,19.895411804838943,69986.28906,3.51771,12.724445557125348,15.774999619999999,-8.974999429,Ireland,0.774,0,1,1,0,0,0,0,0,5117.7158203125,5448.80078125,6515.070526792145,6276.317040846949,0.007005479453914406,41400,NA,NA,-0.17752639754269264,1991
1991,Belgium,1520,85,1520,0,0,85,1351,0,0,85,169,0,0,0,929.168,0,0,79.64500000000001,0,0,1520,0,0,0,0,85,3508,1334,0,42000,0,2.2703819840364883,2.2703819840364883,43.32953249714937,0,2.4230330672748006,2.4230330672748006,2.4230330672748006,0,Belgium,3,BEL,27.642977903659013,277520.1563,10.039445,7.462445031480647,6.986000061,-0.18599987000000073,Belgium,0.799,0,0,0,0,0,0,0,0,5891.71142578125,6222.8642578125,7302.654649985885,7096.714628136889,0.0014255601683109483,42000,NA,NA,0.670538562710565,1991
1991,France,11816,304,11478,148,338,156,6708,148,232,46,4770,0,106,110,7209.642,114.7,325.997,146.172,1216,0,10262,148,106,0,232,156,23762,7656,806,42100,0.48270347613837217,0.615150239878798,1.0978537160171702,49.72645400218837,0.6228431950172544,0.6565103947479168,1.2793535897651713,0.8164295934685633,0.462923996296608,France,4,FRA,27.21134697178301,1592200.375,58.512369,7.755600605947052,9.133999825,-2.3339996340000004,France,0.803,0,0,0,1,0,0,0,0,5838.1572265625,6169.15380859375,7456.767206941223,7227.042664449751,0.0050655313827614,42100,NA,NA,1.0945710428371938,1991
1991,Netherlands,5340,18,5233,0,107,18,2933,0,107,18,2300,0,0,0,3376.183,0,104.432,17.567999999999998,623,0,4610,0,0,0,107,18,9254,4102,87,42500,0,0.1898422303868597,0.1898422303868597,57.70477631294575,0,0.19451048195374973,0.19451048195374973,0.19451048195374973,0,Netherlands,3,NLD,29.2742793513686,441002.9375,15.064519,6.3544959070917475,7.28399992,-0.48399972900000066,Netherlands,0.82,0,0,0,0,0,0,0,0,5866.0458984375,6196.8505859375,7281.814238314056,7081.952987897245,0.003989375406708327,42500,NA,NA,0.670538562710565,1991
1991,Switzerland,2745,0,2308,0,437,0,1436,0,341,0,872,0,96,0,1427.2069999999999,0,407.911,0,280,0,2028,0,0,0,437,0,5645,1512,334,42600,0,0,0,48.62710363153233,0,0,0,0,0,Switzerland,2,CHE,41.76721743732686,280626.75,6.718828,-2.1304716216358552,1.77699995,5.023000241,Switzerland,0.831,0,0,0,0,0,0,0,0,6272.28515625,6603.181640625,7734.569820060729,7531.32562585756,0.0016392522320548054,42600,NA,NA,0.2465060825839362,1991
1991,Albania,7783,0,7783,0,0,0,1687,0,0,0,6096,0,0,0,4874.072,0,0,0,1143,0,6640,0,0,0,0,0,15263,3752,66,43000,0,0,0,50.992596475135954,0,0,0,0,0,Albania,0,ALB,3.0150889197794783,9890.682617,3.280395,24.189241953991562,16.19000053,-9.390000339,Albania,0.252,0,0,0,0,0,0,0,0,7439.63134765625,7770.42041015625,8882.74708032875,8710.583374584434,3.513532614147086e-4,43000,NA,NA,-0.6015588776693215,1991
1991,Greece,4567,176,4525,125,42,51,1866,125,0,51,2659,0,42,0,2744.011,58.5,40.992,51,346,0,4179,125,0,51,42,0,13386,3984,199,43300,0.43702375616315553,0.3809950694755715,0.8180188256387271,34.11773494695951,0.9338114447930673,0.3809950694755715,1.3148065142686387,1.314806514268639,0,Greece,0,GRC,18.750546223126914,193413.8906,10.315107,13.502016631179005,7.656000137,-0.8559999460000007,Greece,0.797,0,0,0,0,0,0,0,0,7929.328125,8259.7900390625,9319.27380003662,9154.239973329908,0.007325987323935996,43300,NA,NA,-0.6015588776693215,1991
1991,Macedonia,1556,0,1556,0,0,0,416,0,0,0,1140,0,0,0,800.3069999999999,0,0,0,0,0,1556,0,0,0,0,0,3819,1393,0,43330,0,0,0,40.743650170201626,0,0,0,0,0,North Macedonia,0,MKD,6.29934357162136,12556.49414,1.993302,21.958638241301074,35.51699829,-28.716998098999998,North Macedonia,0.257,0,0,0,0,0,0,0,0,7509.486328125,7840.56787109375,8938.603585872268,8772.564342868654,4.6402114112046656e-4,43330,NA,NA,-0.6015588776693215,1991
1991,Italy,12275,0,11727,0,548,0,5836,0,431,0,5891,0,117,0,7451.839,0,504.831,0,1351,0,10376,0,0,0,548,0,24815,8175,566,43400,0,0,0,49.46604876083015,0,0,0,0,0,Italy,3,ITA,28.28962616087871,1615001.375,57.088113,7.02325375179405,10.10200024,-3.302000049000001,Italy,0.743,0,0,0,0,0,0,0,0,6895.10693359375,7224.7392578125,8284.005580032348,8076.798483549313,0.023730419498713476,43400,NA,NA,0.670538562710565,1991
1991,Portugal,7079,134,6555,134,524,0,1326,69,388,0,5229,65,136,0,3941.736,62.711999999999996,496.058,0,534,0,6021,134,0,0,524,0,17018,6175,332,43600,0.368503937007874,0,0.368503937007874,41.59713244799624,0.7874015748031495,0,0.7874015748031495,0.4054530497120696,0.38194852509108007,Portugal,2,PRT,16.70565029478979,165654.0469,9.916049,14.89087131309484,3.91899991,2.8810002809999995,Portugal,0.804,0,0,0,0,0,0,0,0,5425.189453125,5740.4482421875,7004.537822781372,6722.7233733775065,0.008701588604267825,43600,NA,NA,0.2465060825839362,1991
1991,Spain,7701,59,7569,0,132,59,4716,0,58,0,2853,0,74,59,4868.339,0,119.798,55.283,702,0,6867,0,0,0,132,59,14006,5528,212,43800,0,0.3947094102527488,0.3947094102527488,54.983578466371554,0,0.4212480365557618,0.4212480365557618,0,0.4212480365557618,Spain,3,ESP,19.865718997347546,780704.5,39.299081,12.744612351010643,15.9289999,-9.128999709000002,Spain,0.817,0,0,1,1,0,0,0,0,5770.26416015625,6092.00341796875,7437.156981799316,7176.145940322933,0.003196521443095989,43800,NA,NA,0.670538562710565,1991
1991,Austria,2039,239,1805,0,234,239,1012,0,182,71,793,0,52,168,1051.739,0,221.40300000000002,234.527,107,0,1698,0,0,168,234,71,3664,1339,269,45000,0,6.4008460698689955,6.4008460698689955,55.6495633187773,0,6.5229257641921405,6.5229257641921405,1.9377729257641922,4.585152838427948,Austria,1,AUT,28.35708269236138,220411.125,7.772701,6.977438550014225,3.420000076,3.3800001149999996,Austria,0.784,0,0,0,0,0,0,0,0,6798.70068359375,7129.66650390625,8124.255389991378,7946.58578344944,0.003555554066441229,45000,NA,NA,-0.17752639754269264,1991
1991,Bulgaria,9221,0,8955,0,266,0,1937,0,151,0,7018,0,115,0,5522.82,0,257.315,0,656,0,8299,0,91,0,175,0,19123,5206,150,45100,0,0,0,48.2194216388642,0,0,0,0,0,Bulgaria,-1,BGR,12.337469857131271,108162.5859,8.766999,17.85765694175448,13.39099979,-6.590999599000001,Bulgaria,0.517,0,0,0,0,0,0,0,0,7588.9033203125,7920.0947265625,9060.347728810118,8905.128437393932,4.507156731164427e-4,45100,NA,NA,-1.0255913577959503,1991
1991,Czech Republic,2835,0,2684,0,151,0,1246,0,151,0,1438,0,0,0,1526.422,0,141.487,0,0,0,2684,0,0,0,151,0,5138,2210,43,45213,0,0,0,55.177111716621255,0,0,0,0,0,Czechia,2,CZE,20.406121161147805,211130.9531,10.346452,12.377581410750633,2.2699999809999998,4.53000021,Czech Republic,0.802,0,0,0,0,0,0,0,0,6573.9248046875,6904.5712890625,8008.005952120208,7834.7064252600785,0.0035999730445233423,45213,NA,NA,0.2465060825839362,1991
