bpld,state,year,opp_sex_stock,same_sex_stock,state_stock_year,bpldid,mean_year_immig
Brazil,Oregon,2015,569,92,2033,30015,1999.2958114522955
Brazil,Oregon,2016,1734,0,2962,30015,2000.3642162724432
Brazil,Oregon,2017,1488,0,2400,30015,2001.3647683916436
Brazil,Oregon,2018,1604,98,2259,30015,2002.9252943206939
Brazil,Oregon,2019,1363,0,2093,30015,2003.7866303798114
Brazil,Washington,2008,1908,0,3653,30015,1994.4778099785744
Brazil,Washington,2009,2695,0,3905,30015,1996.2249684888413
Brazil,Washington,2010,2431,0,3274,30015,1996.0640411449212
Brazil,Washington,2011,1793,0,3192,30015,1996.767424855139
Brazil,Washington,2012,2318,0,3189,30015,1996.822396837536
Brazil,Washington,2013,2106,324,5888,30015,1996.9092030644726
Brazil,Washington,2014,1228,62,2094,30015,1997.8686768735593
Brazil,Washington,2015,1652,129,3941,30015,1999.2958114522955
Brazil,Washington,2016,2597,0,3439,30015,2000.3642162724432
Brazil,Washington,2017,3529,0,6825,30015,2001.3647683916436
Brazil,Washington,2018,4210,76,6875,30015,2002.9252943206939
Brazil,Washington,2019,4281,646,7606,30015,2003.7866303798114
Brazil,Alaska,2009,201,0,481,30015,1996.2249684888413
Brazil,Alaska,2010,99,0,99,30015,1996.0640411449212
Brazil,Alaska,2012,63,0,63,30015,1996.822396837536
Brazil,Alaska,2013,163,0,554,30015,1996.9092030644726
Brazil,Alaska,2014,64,0,123,30015,1997.8686768735593
Brazil,Alaska,2017,140,0,209,30015,2001.3647683916436
Brazil,Alaska,2018,340,0,340,30015,2002.9252943206939
Brazil,Alaska,2019,247,0,267,30015,2003.7866303798114
Brazil,Hawaii,2008,280,80,1391,30015,1994.4778099785744
Brazil,Hawaii,2009,869,0,1026,30015,1996.2249684888413
Brazil,Hawaii,2010,507,0,1016,30015,1996.0640411449212
Brazil,Hawaii,2011,722,0,1448,30015,1996.767424855139
Brazil,Hawaii,2012,874,0,1341,30015,1996.822396837536
Brazil,Hawaii,2013,613,0,613,30015,1996.9092030644726
Brazil,Hawaii,2014,373,0,466,30015,1997.8686768735593
Brazil,Hawaii,2015,790,0,1501,30015,1999.2958114522955
Brazil,Hawaii,2016,1077,0,1459,30015,2000.3642162724432
Brazil,Hawaii,2017,167,0,1293,30015,2001.3647683916436
Brazil,Hawaii,2018,268,0,642,30015,2002.9252943206939
Brazil,Hawaii,2019,905,0,1317,30015,2003.7866303798114
Brazil,District of Columbia,2008,73,165,475,30015,1994.4778099785744
Brazil,District of Columbia,2009,249,0,762,30015,1996.2249684888413
Brazil,District of Columbia,2010,487,0,796,30015,1996.0640411449212
Brazil,District of Columbia,2011,111,104,1079,30015,1996.767424855139
Brazil,District of Columbia,2012,474,0,1921,30015,1996.822396837536
Brazil,District of Columbia,2013,580,0,2762,30015,1996.9092030644726
Brazil,District of Columbia,2014,152,0,1121,30015,1997.8686768735593
Brazil,District of Columbia,2015,239,0,716,30015,1999.2958114522955
Brazil,District of Columbia,2016,603,0,1535,30015,2000.3642162724432
Brazil,District of Columbia,2017,622,528,1479,30015,2001.3647683916436
Brazil,District of Columbia,2018,577,172,1268,30015,2002.9252943206939
Brazil,District of Columbia,2019,951,68,1619,30015,2003.7866303798114
Chile,Connecticut,2008,539,0,981,30020,1985.8309281908582
Chile,Connecticut,2009,1154,0,2280,30020,1986.1435666011703
Chile,Connecticut,2010,806,0,2077,30020,1987.6471586636587
Chile,Connecticut,2011,538,0,1231,30020,1988.1839003991636
Chile,Connecticut,2012,916,0,1324,30020,1987.5610868489555
Chile,Connecticut,2013,881,0,1553,30020,1988.9700207607184
Chile,Connecticut,2014,392,0,850,30020,1989.4820115619914
Chile,Connecticut,2015,887,0,1723,30020,1990.4815915805023
Chile,Connecticut,2016,948,0,2607,30020,1990.9882764763147
Chile,Connecticut,2017,1698,0,3806,30020,1991.237043615221
Chile,Connecticut,2018,1638,0,2606,30020,1993.1168459159285
Chile,Connecticut,2019,516,0,871,30020,1990.9735056981162
Chile,Maine,2009,132,0,132,30020,1986.1435666011703
Chile,Maine,2010,140,0,165,30020,1987.6471586636587
Chile,Maine,2013,34,0,34,30020,1988.9700207607184
Chile,Maine,2014,38,0,38,30020,1989.4820115619914
Chile,Maine,2019,54,0,179,30020,1990.9735056981162
Chile,Massachusetts,2008,1496,86,3566,30020,1985.8309281908582
Chile,Massachusetts,2009,608,0,971,30020,1986.1435666011703
Chile,Massachusetts,2010,1876,0,2967,30020,1987.6471586636587
Chile,Massachusetts,2011,914,0,2104,30020,1988.1839003991636
Chile,Massachusetts,2012,768,0,1809,30020,1987.5610868489555
Chile,Massachusetts,2013,878,0,1770,30020,1988.9700207607184
Chile,Massachusetts,2014,2411,0,4505,30020,1989.4820115619914
Chile,Massachusetts,2015,1698,0,4151,30020,1990.4815915805023
Chile,Massachusetts,2016,1451,0,1988,30020,1990.9882764763147
Chile,Massachusetts,2017,1247,89,2896,30020,1991.237043615221
Chile,Massachusetts,2018,698,0,1597,30020,1993.1168459159285
Chile,Massachusetts,2019,1333,0,2459,30020,1990.9735056981162
Chile,New Hampshire,2008,285,0,285,30020,1985.8309281908582
Chile,New Hampshire,2010,68,0,68,30020,1987.6471586636587
Chile,New Hampshire,2012,49,117,166,30020,1987.5610868489555
Chile,New Hampshire,2013,28,0,28,30020,1988.9700207607184
Chile,New Hampshire,2014,167,0,167,30020,1989.4820115619914
Chile,New Hampshire,2018,214,0,321,30020,1993.1168459159285
Chile,Rhode Island,2012,176,0,176,30020,1987.5610868489555
Chile,Rhode Island,2013,232,0,498,30020,1988.9700207607184
Chile,Rhode Island,2014,93,0,93,30020,1989.4820115619914
Chile,Rhode Island,2016,115,0,659,30020,1990.9882764763147
Chile,Rhode Island,2018,109,0,109,30020,1993.1168459159285
Chile,Rhode Island,2019,102,0,102,30020,1990.9735056981162
Chile,Vermont,2009,69,0,69,30020,1986.1435666011703
Chile,Vermont,2010,15,0,71,30020,1987.6471586636587
Chile,Vermont,2014,34,0,164,30020,1989.4820115619914
Chile,Delaware,2008,220,0,372,30020,1985.8309281908582
Chile,Delaware,2009,131,0,479,30020,1986.1435666011703
Chile,Delaware,2011,138,0,138,30020,1988.1839003991636
Chile,Delaware,2018,376,0,609,30020,1993.1168459159285
Chile,Delaware,2019,393,0,393,30020,1990.9735056981162
Chile,New Jersey,2008,2741,0,5248,30020,1985.8309281908582
Chile,New Jersey,2009,3081,0,5585,30020,1986.1435666011703
Chile,New Jersey,2010,2914,0,5113,30020,1987.6471586636587
Chile,New Jersey,2011,3553,0,5180,30020,1988.1839003991636
Chile,New Jersey,2012,3436,0,6725,30020,1987.5610868489555
Chile,New Jersey,2013,3325,244,5421,30020,1988.9700207607184
Chile,New Jersey,2014,3628,73,6964,30020,1989.4820115619914
Chile,New Jersey,2015,2610,204,5812,30020,1990.4815915805023
Chile,New Jersey,2016,3001,474,5335,30020,1990.9882764763147
Chile,New Jersey,2017,3913,0,7674,30020,1991.237043615221
Chile,New Jersey,2018,3177,0,4318,30020,1993.1168459159285
Chile,New Jersey,2019,4992,0,8358,30020,1990.9735056981162
Chile,New York,2008,4453,0,10579,30020,1985.8309281908582
Chile,New York,2009,7126,0,12332,30020,1986.1435666011703
Chile,New York,2010,7133,152,11950,30020,1987.6471586636587
Chile,New York,2011,6509,0,13353,30020,1988.1839003991636
Chile,New York,2012,5095,85,11742,30020,1987.5610868489555
Chile,New York,2013,5960,426,11856,30020,1988.9700207607184
Chile,New York,2014,5974,125,10806,30020,1989.4820115619914
Chile,New York,2015,4470,0,8336,30020,1990.4815915805023
Chile,New York,2016,4357,0,9250,30020,1990.9882764763147
Chile,New York,2017,6752,263,14158,30020,1991.237043615221
Chile,New York,2018,6702,211,13949,30020,1993.1168459159285
Chile,New York,2019,5912,113,10202,30020,1990.9735056981162
Chile,Pennsylvania,2008,1057,51,1790,30020,1985.8309281908582
Chile,Pennsylvania,2009,868,0,1220,30020,1986.1435666011703
Chile,Pennsylvania,2010,751,0,1262,30020,1987.6471586636587
Chile,Pennsylvania,2011,4149,0,7295,30020,1988.1839003991636
Chile,Pennsylvania,2012,447,0,1241,30020,1987.5610868489555
Chile,Pennsylvania,2013,1804,0,1973,30020,1988.9700207607184
Chile,Pennsylvania,2014,782,0,1865,30020,1989.4820115619914
Chile,Pennsylvania,2015,1658,0,2572,30020,1990.4815915805023
Chile,Pennsylvania,2016,994,0,1897,30020,1990.9882764763147
Chile,Pennsylvania,2017,1133,0,2022,30020,1991.237043615221
Chile,Pennsylvania,2018,1136,0,2739,30020,1993.1168459159285
Chile,Pennsylvania,2019,1452,0,2502,30020,1990.9735056981162
Chile,Illinois,2008,970,0,1930,30020,1985.8309281908582
Chile,Illinois,2009,1397,0,2444,30020,1986.1435666011703
Chile,Illinois,2010,1099,0,2056,30020,1987.6471586636587
Chile,Illinois,2011,1724,0,3555,30020,1988.1839003991636
Chile,Illinois,2012,1353,0,2932,30020,1987.5610868489555
Chile,Illinois,2013,1006,0,1427,30020,1988.9700207607184
Chile,Illinois,2014,667,0,1684,30020,1989.4820115619914
Chile,Illinois,2015,561,176,1685,30020,1990.4815915805023
Chile,Illinois,2016,870,0,2361,30020,1990.9882764763147
Chile,Illinois,2017,1900,0,2099,30020,1991.237043615221
Chile,Illinois,2018,1224,0,1457,30020,1993.1168459159285
Chile,Illinois,2019,889,50,1905,30020,1990.9735056981162
Chile,Indiana,2008,107,0,159,30020,1985.8309281908582
Chile,Indiana,2010,221,0,384,30020,1987.6471586636587
Chile,Indiana,2011,389,0,389,30020,1988.1839003991636
Chile,Indiana,2012,387,0,762,30020,1987.5610868489555
Chile,Indiana,2013,552,0,894,30020,1988.9700207607184
Chile,Indiana,2014,9,0,9,30020,1989.4820115619914
Chile,Indiana,2015,77,0,402,30020,1990.4815915805023
Chile,Indiana,2016,98,0,173,30020,1990.9882764763147
Chile,Indiana,2017,284,0,1500,30020,1991.237043615221
Chile,Indiana,2018,929,0,2077,30020,1993.1168459159285
Chile,Michigan,2008,284,0,383,30020,1985.8309281908582
Chile,Michigan,2009,582,0,582,30020,1986.1435666011703
Chile,Michigan,2010,589,0,978,30020,1987.6471586636587
Chile,Michigan,2011,494,0,1557,30020,1988.1839003991636
Chile,Michigan,2012,212,0,548,30020,1987.5610868489555
Chile,Michigan,2013,557,0,597,30020,1988.9700207607184
Chile,Michigan,2014,777,0,1079,30020,1989.4820115619914
Chile,Michigan,2015,299,0,428,30020,1990.4815915805023
Chile,Michigan,2016,379,0,1077,30020,1990.9882764763147
Chile,Michigan,2017,1480,0,1661,30020,1991.237043615221
Chile,Michigan,2018,154,0,249,30020,1993.1168459159285
Chile,Michigan,2019,1023,0,1824,30020,1990.9735056981162
Chile,Ohio,2008,365,0,704,30020,1985.8309281908582
Chile,Ohio,2009,519,0,685,30020,1986.1435666011703
Chile,Ohio,2010,44,0,309,30020,1987.6471586636587
Chile,Ohio,2011,124,0,482,30020,1988.1839003991636
Chile,Ohio,2012,448,0,796,30020,1987.5610868489555
Chile,Ohio,2013,534,0,1072,30020,1988.9700207607184
Chile,Ohio,2014,336,0,538,30020,1989.4820115619914
Chile,Ohio,2015,308,0,870,30020,1990.4815915805023
Chile,Ohio,2016,577,0,1265,30020,1990.9882764763147
Chile,Ohio,2017,165,0,270,30020,1991.237043615221
Chile,Ohio,2018,577,0,644,30020,1993.1168459159285
Chile,Ohio,2019,478,0,1082,30020,1990.9735056981162
Chile,Wisconsin,2009,9,0,455,30020,1986.1435666011703
Chile,Wisconsin,2010,258,0,671,30020,1987.6471586636587
Chile,Wisconsin,2011,932,0,1007,30020,1988.1839003991636
Chile,Wisconsin,2012,648,0,836,30020,1987.5610868489555
Chile,Wisconsin,2013,140,0,140,30020,1988.9700207607184
Chile,Wisconsin,2014,1249,0,1554,30020,1989.4820115619914
Chile,Wisconsin,2015,252,0,1097,30020,1990.4815915805023
Chile,Wisconsin,2016,300,0,556,30020,1990.9882764763147
Chile,Wisconsin,2017,512,0,718,30020,1991.237043615221
Chile,Wisconsin,2018,585,0,585,30020,1993.1168459159285
Chile,Wisconsin,2019,76,0,76,30020,1990.9735056981162
Chile,Iowa,2009,117,0,117,30020,1986.1435666011703
Chile,Iowa,2013,657,0,657,30020,1988.9700207607184
Chile,Iowa,2014,373,0,373,30020,1989.4820115619914
Chile,Iowa,2015,148,0,349,30020,1990.4815915805023
Chile,Iowa,2018,0,60,60,30020,1993.1168459159285
Chile,Kansas,2008,601,0,742,30020,1985.8309281908582
Chile,Kansas,2009,106,0,106,30020,1986.1435666011703
Chile,Kansas,2012,97,0,382,30020,1987.5610868489555
Chile,Kansas,2014,128,0,128,30020,1989.4820115619914
Chile,Kansas,2015,167,0,322,30020,1990.4815915805023
Chile,Kansas,2016,557,0,557,30020,1990.9882764763147
Chile,Kansas,2018,32,0,32,30020,1993.1168459159285
Chile,Kansas,2019,194,0,194,30020,1990.9735056981162
Chile,Minnesota,2008,435,0,717,30020,1985.8309281908582
Chile,Minnesota,2011,503,0,907,30020,1988.1839003991636
Chile,Minnesota,2012,65,0,192,30020,1987.5610868489555
Chile,Minnesota,2013,644,0,1331,30020,1988.9700207607184
Chile,Minnesota,2014,142,0,142,30020,1989.4820115619914
Chile,Minnesota,2015,112,0,1901,30020,1990.4815915805023
Chile,Minnesota,2016,105,0,105,30020,1990.9882764763147
Chile,Minnesota,2017,227,0,469,30020,1991.237043615221
Chile,Minnesota,2018,662,0,806,30020,1993.1168459159285
Chile,Minnesota,2019,357,0,805,30020,1990.9735056981162
Chile,Missouri,2008,142,0,350,30020,1985.8309281908582
Chile,Missouri,2010,324,0,350,30020,1987.6471586636587
Chile,Missouri,2012,478,0,540,30020,1987.5610868489555
Chile,Missouri,2014,188,0,224,30020,1989.4820115619914
Chile,Missouri,2015,73,0,269,30020,1990.4815915805023
Chile,Missouri,2016,256,0,369,30020,1990.9882764763147
Chile,Missouri,2018,279,0,491,30020,1993.1168459159285
Chile,Missouri,2019,855,0,1177,30020,1990.9735056981162
Chile,Nebraska,2009,138,0,138,30020,1986.1435666011703
Chile,Nebraska,2010,60,0,60,30020,1987.6471586636587
Chile,Nebraska,2011,98,0,98,30020,1988.1839003991636
Chile,Nebraska,2013,281,0,281,30020,1988.9700207607184
Chile,Nebraska,2015,320,0,320,30020,1990.4815915805023
Chile,Nebraska,2017,392,0,701,30020,1991.237043615221
Chile,North Dakota,2009,135,0,135,30020,1986.1435666011703
Chile,South Dakota,2017,114,0,272,30020,1991.237043615221
Chile,South Dakota,2018,157,0,157,30020,1993.1168459159285
Chile,Virginia,2008,838,0,2313,30020,1985.8309281908582
Chile,Virginia,2009,1307,0,2595,30020,1986.1435666011703
Chile,Virginia,2010,1142,0,1452,30020,1987.6471586636587
Chile,Virginia,2011,1042,289,3535,30020,1988.1839003991636
Chile,Virginia,2012,1720,0,3767,30020,1987.5610868489555
Chile,Virginia,2013,989,0,2326,30020,1988.9700207607184
Chile,Virginia,2014,649,0,1489,30020,1989.4820115619914
Chile,Virginia,2015,1366,0,1999,30020,1990.4815915805023
Chile,Virginia,2016,1608,0,3199,30020,1990.9882764763147
Chile,Virginia,2017,1812,0,3115,30020,1991.237043615221
Chile,Virginia,2018,1464,48,3510,30020,1993.1168459159285
Chile,Virginia,2019,1299,0,2100,30020,1990.9735056981162
Chile,Alabama,2008,189,0,307,30020,1985.8309281908582
Chile,Alabama,2009,419,0,489,30020,1986.1435666011703
Chile,Alabama,2010,127,0,213,30020,1987.6471586636587
Chile,Alabama,2014,317,0,1137,30020,1989.4820115619914
Chile,Alabama,2016,132,0,149,30020,1990.9882764763147
Chile,Alabama,2017,133,0,133,30020,1991.237043615221
Chile,Alabama,2019,294,0,321,30020,1990.9735056981162
Chile,Arkansas,2008,32,0,255,30020,1985.8309281908582
Chile,Arkansas,2009,86,0,86,30020,1986.1435666011703
Chile,Arkansas,2010,81,0,115,30020,1987.6471586636587
Chile,Arkansas,2012,99,0,99,30020,1987.5610868489555
Chile,Arkansas,2015,173,0,373,30020,1990.4815915805023
Chile,Arkansas,2017,165,0,809,30020,1991.237043615221
Chile,Arkansas,2019,65,0,130,30020,1990.9735056981162
Chile,Florida,2008,8486,68,17190,30020,1985.8309281908582
Chile,Florida,2009,8800,0,16669,30020,1986.1435666011703
Chile,Florida,2010,8988,114,20455,30020,1987.6471586636587
Chile,Florida,2011,8862,228,17643,30020,1988.1839003991636
Chile,Florida,2012,8642,84,14918,30020,1987.5610868489555
Chile,Florida,2013,8510,296,19404,30020,1988.9700207607184
Chile,Florida,2014,9573,45,16311,30020,1989.4820115619914
Chile,Florida,2015,12950,74,23711,30020,1990.4815915805023
Chile,Florida,2016,9421,112,17999,30020,1990.9882764763147
Chile,Florida,2017,10807,61,21167,30020,1991.237043615221
Chile,Florida,2018,13558,128,27631,30020,1993.1168459159285
Chile,Florida,2019,8588,125,15818,30020,1990.9735056981162
Chile,Georgia,2008,754,0,1203,30020,1985.8309281908582
Chile,Georgia,2009,1196,0,2077,30020,1986.1435666011703
Chile,Georgia,2010,201,0,1517,30020,1987.6471586636587
Chile,Georgia,2011,836,252,2479,30020,1988.1839003991636
Chile,Georgia,2012,1522,0,1875,30020,1987.5610868489555
Chile,Georgia,2013,1352,0,3345,30020,1988.9700207607184
Chile,Georgia,2014,835,32,1518,30020,1989.4820115619914
Chile,Georgia,2015,2038,0,2654,30020,1990.4815915805023
Chile,Georgia,2016,589,66,1480,30020,1990.9882764763147
Chile,Georgia,2017,899,102,1365,30020,1991.237043615221
Chile,Georgia,2018,1032,106,2096,30020,1993.1168459159285
Chile,Georgia,2019,540,0,988,30020,1990.9735056981162
Chile,Louisiana,2008,155,0,155,30020,1985.8309281908582
Chile,Louisiana,2009,250,0,522,30020,1986.1435666011703
Chile,Louisiana,2010,111,0,301,30020,1987.6471586636587
Chile,Louisiana,2012,438,0,538,30020,1987.5610868489555
Chile,Louisiana,2013,194,0,262,30020,1988.9700207607184
Chile,Louisiana,2014,177,0,500,30020,1989.4820115619914
Chile,Louisiana,2015,464,0,464,30020,1990.4815915805023
Chile,Louisiana,2016,572,0,936,30020,1990.9882764763147
Chile,Louisiana,2017,87,0,87,30020,1991.237043615221
Chile,Louisiana,2018,33,0,68,30020,1993.1168459159285
Chile,Louisiana,2019,79,0,79,30020,1990.9735056981162
Chile,Mississippi,2008,82,0,538,30020,1985.8309281908582
Chile,Mississippi,2009,236,0,364,30020,1986.1435666011703
Chile,Mississippi,2010,132,0,192,30020,1987.6471586636587
Chile,Mississippi,2013,335,0,656,30020,1988.9700207607184
Chile,Mississippi,2016,31,0,31,30020,1990.9882764763147
Chile,Mississippi,2018,117,0,416,30020,1993.1168459159285
Chile,North Carolina,2008,1277,0,1782,30020,1985.8309281908582
Chile,North Carolina,2009,1592,0,3151,30020,1986.1435666011703
Chile,North Carolina,2010,820,0,1769,30020,1987.6471586636587
Chile,North Carolina,2011,300,0,300,30020,1988.1839003991636
Chile,North Carolina,2012,1058,0,1208,30020,1987.5610868489555
Chile,North Carolina,2013,1399,0,2048,30020,1988.9700207607184
Chile,North Carolina,2014,1452,124,2154,30020,1989.4820115619914
Chile,North Carolina,2015,345,0,1562,30020,1990.4815915805023
Chile,North Carolina,2016,1468,147,3014,30020,1990.9882764763147
Chile,North Carolina,2017,1183,0,1853,30020,1991.237043615221
Chile,North Carolina,2018,1351,0,2421,30020,1993.1168459159285
Chile,North Carolina,2019,1026,0,2390,30020,1990.9735056981162
Chile,South Carolina,2008,99,0,132,30020,1985.8309281908582
Chile,South Carolina,2009,592,0,832,30020,1986.1435666011703
Chile,South Carolina,2011,35,0,571,30020,1988.1839003991636
Chile,South Carolina,2013,284,0,376,30020,1988.9700207607184
Chile,South Carolina,2014,374,0,1154,30020,1989.4820115619914
Chile,South Carolina,2015,101,0,248,30020,1990.4815915805023
Chile,South Carolina,2016,370,0,612,30020,1990.9882764763147
Chile,South Carolina,2017,474,0,474,30020,1991.237043615221
Chile,South Carolina,2018,407,0,663,30020,1993.1168459159285
Chile,South Carolina,2019,287,0,472,30020,1990.9735056981162
Chile,Texas,2008,1989,91,3628,30020,1985.8309281908582
Chile,Texas,2009,1805,0,3822,30020,1986.1435666011703
Chile,Texas,2010,2864,0,3754,30020,1987.6471586636587
Chile,Texas,2011,2986,0,3971,30020,1988.1839003991636
Chile,Texas,2012,2025,0,4053,30020,1987.5610868489555
Chile,Texas,2013,2561,0,3779,30020,1988.9700207607184
Chile,Texas,2014,2922,42,5011,30020,1989.4820115619914
Chile,Texas,2015,3093,0,5170,30020,1990.4815915805023
Chile,Texas,2016,2479,0,3988,30020,1990.9882764763147
Chile,Texas,2017,1508,162,4033,30020,1991.237043615221
Chile,Texas,2018,3398,0,5395,30020,1993.1168459159285
Chile,Texas,2019,3094,0,4879,30020,1990.9735056981162
Chile,Kentucky,2008,575,0,1168,30020,1985.8309281908582
Chile,Kentucky,2009,62,0,210,30020,1986.1435666011703
Chile,Kentucky,2011,49,0,49,30020,1988.1839003991636
Chile,Kentucky,2012,102,0,102,30020,1987.5610868489555
Chile,Kentucky,2013,216,0,233,30020,1988.9700207607184
Chile,Kentucky,2015,339,0,472,30020,1990.4815915805023
Chile,Kentucky,2018,78,0,305,30020,1993.1168459159285
Chile,Kentucky,2019,80,0,531,30020,1990.9735056981162
Chile,Maryland,2008,1841,0,2783,30020,1985.8309281908582
Chile,Maryland,2009,1334,0,3307,30020,1986.1435666011703
Chile,Maryland,2010,1515,0,4721,30020,1987.6471586636587
Chile,Maryland,2011,2207,0,4096,30020,1988.1839003991636
Chile,Maryland,2012,1717,0,3255,30020,1987.5610868489555
Chile,Maryland,2013,2132,0,3413,30020,1988.9700207607184
Chile,Maryland,2014,3707,68,6164,30020,1989.4820115619914
Chile,Maryland,2015,1728,0,2917,30020,1990.4815915805023
Chile,Maryland,2016,933,0,2350,30020,1990.9882764763147
Chile,Maryland,2017,1828,0,3163,30020,1991.237043615221
Chile,Maryland,2018,1431,0,1969,30020,1993.1168459159285
Chile,Maryland,2019,1722,0,3630,30020,1990.9735056981162
Chile,Oklahoma,2008,81,0,134,30020,1985.8309281908582
Chile,Oklahoma,2010,188,0,188,30020,1987.6471586636587
Chile,Oklahoma,2011,188,0,188,30020,1988.1839003991636
Chile,Oklahoma,2015,106,0,236,30020,1990.4815915805023
Chile,Oklahoma,2017,301,0,301,30020,1991.237043615221
Chile,Oklahoma,2018,219,0,219,30020,1993.1168459159285
Chile,Tennessee,2008,100,0,176,30020,1985.8309281908582
Chile,Tennessee,2009,141,0,141,30020,1986.1435666011703
Chile,Tennessee,2010,559,0,903,30020,1987.6471586636587
Chile,Tennessee,2011,523,0,756,30020,1988.1839003991636
Chile,Tennessee,2012,560,0,924,30020,1987.5610868489555
Chile,Tennessee,2013,572,0,2002,30020,1988.9700207607184
Chile,Tennessee,2014,610,0,986,30020,1989.4820115619914
Chile,Tennessee,2015,415,0,415,30020,1990.4815915805023
Chile,Tennessee,2016,296,0,532,30020,1990.9882764763147
Chile,Tennessee,2017,338,0,540,30020,1991.237043615221
Chile,Tennessee,2018,436,33,662,30020,1993.1168459159285
Chile,Tennessee,2019,564,0,1601,30020,1990.9735056981162
Chile,West Virginia,2010,51,0,51,30020,1987.6471586636587
Chile,West Virginia,2014,105,0,105,30020,1989.4820115619914
Chile,West Virginia,2015,33,0,289,30020,1990.4815915805023
Chile,West Virginia,2016,203,0,203,30020,1990.9882764763147
Chile,West Virginia,2019,88,0,88,30020,1990.9735056981162
Chile,Arizona,2008,803,0,1657,30020,1985.8309281908582
Chile,Arizona,2009,617,0,805,30020,1986.1435666011703
Chile,Arizona,2010,339,0,626,30020,1987.6471586636587
Chile,Arizona,2011,1476,0,1867,30020,1988.1839003991636
Chile,Arizona,2012,515,0,656,30020,1987.5610868489555
Chile,Arizona,2013,284,0,498,30020,1988.9700207607184
Chile,Arizona,2014,329,0,1058,30020,1989.4820115619914
Chile,Arizona,2015,1733,0,2397,30020,1990.4815915805023
Chile,Arizona,2016,1129,0,2331,30020,1990.9882764763147
Chile,Arizona,2017,1458,0,1841,30020,1991.237043615221
Chile,Arizona,2018,585,0,975,30020,1993.1168459159285
Chile,Arizona,2019,384,0,1769,30020,1990.9735056981162
Chile,Colorado,2008,117,0,1322,30020,1985.8309281908582
Chile,Colorado,2009,603,0,1135,30020,1986.1435666011703
Chile,Colorado,2010,592,0,592,30020,1987.6471586636587
Chile,Colorado,2011,264,0,264,30020,1988.1839003991636
Chile,Colorado,2012,912,0,1118,30020,1987.5610868489555
Chile,Colorado,2013,505,0,1503,30020,1988.9700207607184
Chile,Colorado,2014,569,0,779,30020,1989.4820115619914
Chile,Colorado,2015,526,0,866,30020,1990.4815915805023
Chile,Colorado,2016,991,108,1425,30020,1990.9882764763147
Chile,Colorado,2017,1073,0,2594,30020,1991.237043615221
Chile,Colorado,2018,1213,0,2075,30020,1993.1168459159285
Chile,Colorado,2019,1026,0,1879,30020,1990.9735056981162
Chile,Idaho,2009,152,0,152,30020,1986.1435666011703
Chile,Idaho,2010,465,0,465,30020,1987.6471586636587
Chile,Idaho,2012,128,0,128,30020,1987.5610868489555
Chile,Idaho,2015,391,0,391,30020,1990.4815915805023
Chile,Idaho,2017,77,0,127,30020,1991.237043615221
Chile,Idaho,2018,223,0,223,30020,1993.1168459159285
Chile,Montana,2011,47,0,94,30020,1988.1839003991636
Chile,Montana,2015,181,0,240,30020,1990.4815915805023
Chile,Montana,2016,138,0,167,30020,1990.9882764763147
Chile,Montana,2017,46,0,46,30020,1991.237043615221
Chile,Nevada,2008,660,0,776,30020,1985.8309281908582
Chile,Nevada,2009,1010,0,2299,30020,1986.1435666011703
Chile,Nevada,2010,421,0,781,30020,1987.6471586636587
Chile,Nevada,2011,235,0,1250,30020,1988.1839003991636
Chile,Nevada,2012,1325,0,1995,30020,1987.5610868489555
Chile,Nevada,2013,1283,0,2277,30020,1988.9700207607184
Chile,Nevada,2014,765,124,1632,30020,1989.4820115619914
Chile,Nevada,2015,1102,0,2105,30020,1990.4815915805023
Chile,Nevada,2016,61,0,1067,30020,1990.9882764763147
Chile,Nevada,2017,573,0,1003,30020,1991.237043615221
Chile,Nevada,2018,386,0,845,30020,1993.1168459159285
Chile,Nevada,2019,250,62,1064,30020,1990.9735056981162
Chile,New Mexico,2008,433,0,433,30020,1985.8309281908582
Chile,New Mexico,2009,216,0,289,30020,1986.1435666011703
Chile,New Mexico,2010,177,0,606,30020,1987.6471586636587
Chile,New Mexico,2011,141,0,221,30020,1988.1839003991636
Chile,New Mexico,2012,254,0,373,30020,1987.5610868489555
Chile,New Mexico,2013,434,0,495,30020,1988.9700207607184
Chile,New Mexico,2014,157,0,157,30020,1989.4820115619914
Chile,New Mexico,2015,188,0,188,30020,1990.4815915805023
Chile,New Mexico,2016,183,0,183,30020,1990.9882764763147
Chile,New Mexico,2017,289,0,674,30020,1991.237043615221
Chile,New Mexico,2018,301,0,301,30020,1993.1168459159285
Chile,New Mexico,2019,30,0,302,30020,1990.9735056981162
Chile,Utah,2008,2436,0,6255,30020,1985.8309281908582
Chile,Utah,2009,1010,0,1572,30020,1986.1435666011703
Chile,Utah,2010,848,0,1277,30020,1987.6471586636587
Chile,Utah,2011,2215,0,5640,30020,1988.1839003991636
Chile,Utah,2012,2061,0,3163,30020,1987.5610868489555
Chile,Utah,2013,948,0,2029,30020,1988.9700207607184
Chile,Utah,2014,1067,0,1674,30020,1989.4820115619914
Chile,Utah,2015,2205,0,3251,30020,1990.4815915805023
Chile,Utah,2016,1445,0,3117,30020,1990.9882764763147
Chile,Utah,2017,1918,0,2480,30020,1991.237043615221
Chile,Utah,2018,1770,0,3241,30020,1993.1168459159285
Chile,Utah,2019,1189,88,2835,30020,1990.9735056981162
