state,year,same_sex,imm_couple,n,n_unweighted,n_ar,n_unweighted_ar,post_2013,group_fe
Hawaii,2019,FALSE,two,36746,298,36746,298,TRUE,Hawaii_FALSE_two
Hawaii,2019,TRUE,none,5859,56,5859,56,TRUE,Hawaii_TRUE_none
Hawaii,2019,TRUE,one,682,7,682,7,TRUE,Hawaii_TRUE_one
Hawaii,2019,TRUE,two,66,1,66,1,TRUE,Hawaii_TRUE_two
Idaho,2008,FALSE,none,519468,5634,519468,5634,FALSE,Idaho_FALSE_none
Idaho,2008,FALSE,one,20321,187,20321,187,FALSE,Idaho_FALSE_one
Idaho,2008,FALSE,two,19912,151,19912,151,FALSE,Idaho_FALSE_two
Idaho,2008,TRUE,none,3117,31,3117,31,FALSE,Idaho_TRUE_none
Idaho,2008,TRUE,one,171,2,171,2,FALSE,Idaho_TRUE_one
Idaho,2008,TRUE,two,0,0,0,0,FALSE,Idaho_TRUE_two
Idaho,2009,FALSE,none,511873,5607,511873,5607,FALSE,Idaho_FALSE_none
Idaho,2009,FALSE,one,17579,172,17579,172,FALSE,Idaho_FALSE_one
Idaho,2009,FALSE,two,20193,165,20193,165,FALSE,Idaho_FALSE_two
Idaho,2009,TRUE,none,4077,39,4077,39,FALSE,Idaho_TRUE_none
Idaho,2009,TRUE,one,0,0,0,0,FALSE,Idaho_TRUE_one
Idaho,2009,TRUE,two,0,0,0,0,FALSE,Idaho_TRUE_two
Idaho,2010,FALSE,none,512156,5434,512156,5434,FALSE,Idaho_FALSE_none
Idaho,2010,FALSE,one,14009,134,14009,134,FALSE,Idaho_FALSE_one
Idaho,2010,FALSE,two,19695,190,19695,190,FALSE,Idaho_FALSE_two
Idaho,2010,TRUE,none,2816,30,2816,30,FALSE,Idaho_TRUE_none
Idaho,2010,TRUE,one,56,2,56,2,FALSE,Idaho_TRUE_one
Idaho,2010,TRUE,two,0,0,0,0,FALSE,Idaho_TRUE_two
Idaho,2011,FALSE,none,495897,5172,495897,5172,FALSE,Idaho_FALSE_none
Idaho,2011,FALSE,one,19639,157,19639,157,FALSE,Idaho_FALSE_one
Idaho,2011,FALSE,two,25822,194,25822,194,FALSE,Idaho_FALSE_two
Idaho,2011,TRUE,none,1978,26,1978,26,FALSE,Idaho_TRUE_none
Idaho,2011,TRUE,one,0,0,0,0,FALSE,Idaho_TRUE_one
Idaho,2011,TRUE,two,0,0,0,0,FALSE,Idaho_TRUE_two
Idaho,2012,FALSE,none,504070,5138,504070,5138,FALSE,Idaho_FALSE_none
Idaho,2012,FALSE,one,18683,154,18683,154,FALSE,Idaho_FALSE_one
Idaho,2012,FALSE,two,22376,155,22376,155,FALSE,Idaho_FALSE_two
Idaho,2012,TRUE,none,5004,47,5004,47,FALSE,Idaho_TRUE_none
Idaho,2012,TRUE,one,0,0,0,0,FALSE,Idaho_TRUE_one
Idaho,2012,TRUE,two,0,0,0,0,FALSE,Idaho_TRUE_two
Idaho,2013,FALSE,none,492819,5125,492819,5125,FALSE,Idaho_FALSE_none
Idaho,2013,FALSE,one,20203,172,20203,172,FALSE,Idaho_FALSE_one
Idaho,2013,FALSE,two,21343,155,21343,155,FALSE,Idaho_FALSE_two
Idaho,2013,TRUE,none,2419,30,2419,30,FALSE,Idaho_TRUE_none
Idaho,2013,TRUE,one,171,2,171,2,FALSE,Idaho_TRUE_one
Idaho,2013,TRUE,two,0,0,0,0,FALSE,Idaho_TRUE_two
Idaho,2014,FALSE,none,486570,5027,486570,5027,TRUE,Idaho_FALSE_none
Idaho,2014,FALSE,one,12653,126,12653,126,TRUE,Idaho_FALSE_one
Idaho,2014,FALSE,two,19933,153,19933,153,TRUE,Idaho_FALSE_two
Idaho,2014,TRUE,none,3678,40,3678,40,TRUE,Idaho_TRUE_none
Idaho,2014,TRUE,one,306,2,306,2,TRUE,Idaho_TRUE_one
Idaho,2014,TRUE,two,0,0,0,0,TRUE,Idaho_TRUE_two
Idaho,2015,FALSE,none,485907,5188,485907,5188,TRUE,Idaho_FALSE_none
Idaho,2015,FALSE,one,17038,136,17038,136,TRUE,Idaho_FALSE_one
Idaho,2015,FALSE,two,20808,149,20808,149,TRUE,Idaho_FALSE_two
Idaho,2015,TRUE,none,6324,49,6324,49,TRUE,Idaho_TRUE_none
Idaho,2015,TRUE,one,0,0,0,0,TRUE,Idaho_TRUE_one
Idaho,2015,TRUE,two,0,0,0,0,TRUE,Idaho_TRUE_two
Idaho,2016,FALSE,none,494272,5079,494272,5079,TRUE,Idaho_FALSE_none
Idaho,2016,FALSE,one,13643,139,13643,139,TRUE,Idaho_FALSE_one
Idaho,2016,FALSE,two,21298,161,21298,161,TRUE,Idaho_FALSE_two
Idaho,2016,TRUE,none,4438,45,4438,45,TRUE,Idaho_TRUE_none
Idaho,2016,TRUE,one,0,0,0,0,TRUE,Idaho_TRUE_one
Idaho,2016,TRUE,two,0,0,0,0,TRUE,Idaho_TRUE_two
Idaho,2017,FALSE,none,502343,5358,502343,5358,TRUE,Idaho_FALSE_none
Idaho,2017,FALSE,one,13391,150,13391,150,TRUE,Idaho_FALSE_one
Idaho,2017,FALSE,two,22060,157,22060,157,TRUE,Idaho_FALSE_two
Idaho,2017,TRUE,none,3962,42,3962,42,TRUE,Idaho_TRUE_none
Idaho,2017,TRUE,one,187,2,187,2,TRUE,Idaho_TRUE_one
Idaho,2017,TRUE,two,0,0,0,0,TRUE,Idaho_TRUE_two
Idaho,2018,FALSE,none,508520,5269,508520,5269,TRUE,Idaho_FALSE_none
Idaho,2018,FALSE,one,23472,197,23472,197,TRUE,Idaho_FALSE_one
Idaho,2018,FALSE,two,22452,130,22452,130,TRUE,Idaho_FALSE_two
Idaho,2018,TRUE,none,4733,49,4733,49,TRUE,Idaho_TRUE_none
Idaho,2018,TRUE,one,0,0,0,0,TRUE,Idaho_TRUE_one
Idaho,2018,TRUE,two,0,0,0,0,TRUE,Idaho_TRUE_two
Idaho,2019,FALSE,none,528448,5326,528448,5326,TRUE,Idaho_FALSE_none
Idaho,2019,FALSE,one,19456,188,19456,188,TRUE,Idaho_FALSE_one
Idaho,2019,FALSE,two,19370,122,19370,122,TRUE,Idaho_FALSE_two
Idaho,2019,TRUE,none,2809,33,2809,33,TRUE,Idaho_TRUE_none
Idaho,2019,TRUE,one,46,1,46,1,TRUE,Idaho_TRUE_one
Idaho,2019,TRUE,two,0,0,0,0,TRUE,Idaho_TRUE_two
Illinois,2008,FALSE,none,3279278,37834,3279278,37834,FALSE,Illinois_FALSE_none
Illinois,2008,FALSE,one,166022,1495,166022,1495,FALSE,Illinois_FALSE_one
Illinois,2008,FALSE,two,492023,3830,492023,3830,FALSE,Illinois_FALSE_two
Illinois,2008,TRUE,none,38417,384,38417,384,FALSE,Illinois_TRUE_none
Illinois,2008,TRUE,one,431,6,431,6,FALSE,Illinois_TRUE_one
Illinois,2008,TRUE,two,652,7,652,7,FALSE,Illinois_TRUE_two
Illinois,2009,FALSE,none,3263180,37193,3263180,37193,FALSE,Illinois_FALSE_none
Illinois,2009,FALSE,one,164364,1549,164364,1549,FALSE,Illinois_FALSE_one
Illinois,2009,FALSE,two,471952,3829,471952,3829,FALSE,Illinois_FALSE_two
Illinois,2009,TRUE,none,34093,349,34093,349,FALSE,Illinois_TRUE_none
Illinois,2009,TRUE,one,1608,18,1608,18,FALSE,Illinois_TRUE_one
Illinois,2009,TRUE,two,1895,16,1895,16,FALSE,Illinois_TRUE_two
Illinois,2010,FALSE,none,3201828,36580,3201828,36580,FALSE,Illinois_FALSE_none
Illinois,2010,FALSE,one,174327,1607,174327,1607,FALSE,Illinois_FALSE_one
Illinois,2010,FALSE,two,483375,3866,483375,3866,FALSE,Illinois_FALSE_two
Illinois,2010,TRUE,none,31046,337,31046,337,FALSE,Illinois_TRUE_none
Illinois,2010,TRUE,one,1300,14,1300,14,FALSE,Illinois_TRUE_one
Illinois,2010,TRUE,two,1048,13,1048,13,FALSE,Illinois_TRUE_two
Illinois,2011,FALSE,none,3091772,35224,3091772,35224,FALSE,Illinois_FALSE_none
Illinois,2011,FALSE,one,170573,1380,170573,1380,FALSE,Illinois_FALSE_one
Illinois,2011,FALSE,two,479977,3628,479977,3628,FALSE,Illinois_FALSE_two
Illinois,2011,TRUE,none,36977,376,36977,376,FALSE,Illinois_TRUE_none
Illinois,2011,TRUE,one,1821,14,1821,14,FALSE,Illinois_TRUE_one
Illinois,2011,TRUE,two,1010,12,1010,12,FALSE,Illinois_TRUE_two
Illinois,2012,FALSE,none,3130721,35159,3130721,35159,FALSE,Illinois_FALSE_none
Illinois,2012,FALSE,one,169375,1465,169375,1465,FALSE,Illinois_FALSE_one
Illinois,2012,FALSE,two,474421,3857,474421,3857,FALSE,Illinois_FALSE_two
Illinois,2012,TRUE,none,38917,368,38917,368,FALSE,Illinois_TRUE_none
Illinois,2012,TRUE,one,1593,18,1593,18,FALSE,Illinois_TRUE_one
Illinois,2012,TRUE,two,833,8,833,8,FALSE,Illinois_TRUE_two
Illinois,2013,FALSE,none,3092683,35165,3092683,35165,FALSE,Illinois_FALSE_none
Illinois,2013,FALSE,one,184741,1611,184741,1611,FALSE,Illinois_FALSE_one
Illinois,2013,FALSE,two,492605,3944,492605,3944,FALSE,Illinois_FALSE_two
Illinois,2013,TRUE,none,39150,420,39150,420,FALSE,Illinois_TRUE_none
Illinois,2013,TRUE,one,3031,27,3031,27,FALSE,Illinois_TRUE_one
Illinois,2013,TRUE,two,2154,26,2154,26,FALSE,Illinois_TRUE_two
Illinois,2014,FALSE,none,3028968,34113,3028968,34113,TRUE,Illinois_FALSE_none
Illinois,2014,FALSE,one,166352,1529,166352,1529,TRUE,Illinois_FALSE_one
Illinois,2014,FALSE,two,459515,3660,459515,3660,TRUE,Illinois_FALSE_two
Illinois,2014,TRUE,none,42775,440,42775,440,TRUE,Illinois_TRUE_none
Illinois,2014,TRUE,one,2750,33,2750,33,TRUE,Illinois_TRUE_one
Illinois,2014,TRUE,two,2249,17,2249,17,TRUE,Illinois_TRUE_two
Illinois,2015,FALSE,none,2999001,34399,2999001,34399,TRUE,Illinois_FALSE_none
Illinois,2015,FALSE,one,173690,1549,173690,1549,TRUE,Illinois_FALSE_one
Illinois,2015,FALSE,two,491416,3772,491416,3772,TRUE,Illinois_FALSE_two
Illinois,2015,TRUE,none,40206,433,40206,433,TRUE,Illinois_TRUE_none
Illinois,2015,TRUE,one,3252,32,3252,32,TRUE,Illinois_TRUE_one
Illinois,2015,TRUE,two,3289,24,3289,24,TRUE,Illinois_TRUE_two
Illinois,2016,FALSE,none,2998441,34011,2998441,34011,TRUE,Illinois_FALSE_none
Illinois,2016,FALSE,one,180607,1658,180607,1658,TRUE,Illinois_FALSE_one
Illinois,2016,FALSE,two,463050,3654,463050,3654,TRUE,Illinois_FALSE_two
Illinois,2016,TRUE,none,46482,504,46482,504,TRUE,Illinois_TRUE_none
Illinois,2016,TRUE,one,4336,41,4336,41,TRUE,Illinois_TRUE_one
Illinois,2016,TRUE,two,3002,25,3002,25,TRUE,Illinois_TRUE_two
Illinois,2017,FALSE,none,2914079,33389,2914079,33389,TRUE,Illinois_FALSE_none
Illinois,2017,FALSE,one,181790,1702,181790,1702,TRUE,Illinois_FALSE_one
Illinois,2017,FALSE,two,487904,3892,487904,3892,TRUE,Illinois_FALSE_two
Illinois,2017,TRUE,none,42406,442,42406,442,TRUE,Illinois_TRUE_none
Illinois,2017,TRUE,one,4993,48,4993,48,TRUE,Illinois_TRUE_one
Illinois,2017,TRUE,two,1954,22,1954,22,TRUE,Illinois_TRUE_two
Illinois,2018,FALSE,none,2969237,33750,2969237,33750,TRUE,Illinois_FALSE_none
Illinois,2018,FALSE,one,187628,1649,187628,1649,TRUE,Illinois_FALSE_one
Illinois,2018,FALSE,two,456989,3616,456989,3616,TRUE,Illinois_FALSE_two
Illinois,2018,TRUE,none,51343,509,51343,509,TRUE,Illinois_TRUE_none
Illinois,2018,TRUE,one,6636,56,6636,56,TRUE,Illinois_TRUE_one
Illinois,2018,TRUE,two,1131,14,1131,14,TRUE,Illinois_TRUE_two
Illinois,2019,FALSE,none,2862836,32907,2862836,32907,TRUE,Illinois_FALSE_none
Illinois,2019,FALSE,one,206271,1841,206271,1841,TRUE,Illinois_FALSE_one
Illinois,2019,FALSE,two,442291,3437,442291,3437,TRUE,Illinois_FALSE_two
Illinois,2019,TRUE,none,43309,465,43309,465,TRUE,Illinois_TRUE_none
Illinois,2019,TRUE,one,4020,29,4020,29,TRUE,Illinois_TRUE_one
Illinois,2019,TRUE,two,1421,11,1421,11,TRUE,Illinois_TRUE_two
Indiana,2008,FALSE,none,2157427,23282,2157427,23282,FALSE,Indiana_FALSE_none
Indiana,2008,FALSE,one,45730,461,45730,461,FALSE,Indiana_FALSE_one
Indiana,2008,FALSE,two,62839,537,62839,537,FALSE,Indiana_FALSE_two
Indiana,2008,TRUE,none,19540,204,19540,204,FALSE,Indiana_TRUE_none
Indiana,2008,TRUE,one,0,0,0,0,FALSE,Indiana_TRUE_one
Indiana,2008,TRUE,two,0,0,0,0,FALSE,Indiana_TRUE_two
Indiana,2009,FALSE,none,2126879,23078,2126879,23078,FALSE,Indiana_FALSE_none
Indiana,2009,FALSE,one,56115,537,56115,537,FALSE,Indiana_FALSE_one
Indiana,2009,FALSE,two,72485,623,72485,623,FALSE,Indiana_FALSE_two
Indiana,2009,TRUE,none,17582,186,17582,186,FALSE,Indiana_TRUE_none
Indiana,2009,TRUE,one,981,8,981,8,FALSE,Indiana_TRUE_one
Indiana,2009,TRUE,two,218,2,218,2,FALSE,Indiana_TRUE_two
Indiana,2010,FALSE,none,2091203,22424,2091203,22424,FALSE,Indiana_FALSE_none
Indiana,2010,FALSE,one,49586,468,49586,468,FALSE,Indiana_FALSE_one
Indiana,2010,FALSE,two,75914,640,75914,640,FALSE,Indiana_FALSE_two
Indiana,2010,TRUE,none,18615,207,18615,207,FALSE,Indiana_TRUE_none
Indiana,2010,TRUE,one,479,2,479,2,FALSE,Indiana_TRUE_one
Indiana,2010,TRUE,two,0,0,0,0,FALSE,Indiana_TRUE_two
Indiana,2011,FALSE,none,2056232,21365,2056232,21365,FALSE,Indiana_FALSE_none
Indiana,2011,FALSE,one,46614,449,46614,449,FALSE,Indiana_FALSE_one
Indiana,2011,FALSE,two,72619,561,72619,561,FALSE,Indiana_FALSE_two
Indiana,2011,TRUE,none,15909,190,15909,190,FALSE,Indiana_TRUE_none
Indiana,2011,TRUE,one,623,6,623,6,FALSE,Indiana_TRUE_one
Indiana,2011,TRUE,two,0,0,0,0,FALSE,Indiana_TRUE_two
Indiana,2012,FALSE,none,2040482,21416,2040482,21416,FALSE,Indiana_FALSE_none
Indiana,2012,FALSE,one,50076,459,50076,459,FALSE,Indiana_FALSE_one
Indiana,2012,FALSE,two,74066,584,74066,584,FALSE,Indiana_FALSE_two
Indiana,2012,TRUE,none,20259,214,20259,214,FALSE,Indiana_TRUE_none
Indiana,2012,TRUE,one,817,6,817,6,FALSE,Indiana_TRUE_one
Indiana,2012,TRUE,two,0,0,0,0,FALSE,Indiana_TRUE_two
Indiana,2013,FALSE,none,2016235,21449,2016235,21449,FALSE,Indiana_FALSE_none
Indiana,2013,FALSE,one,50821,472,50821,472,FALSE,Indiana_FALSE_one
Indiana,2013,FALSE,two,74068,550,74068,550,FALSE,Indiana_FALSE_two
Indiana,2013,TRUE,none,16231,194,16231,194,FALSE,Indiana_TRUE_none
Indiana,2013,TRUE,one,967,9,967,9,FALSE,Indiana_TRUE_one
Indiana,2013,TRUE,two,281,2,281,2,FALSE,Indiana_TRUE_two
Indiana,2014,FALSE,none,1996618,21213,1996618,21213,TRUE,Indiana_FALSE_none
Indiana,2014,FALSE,one,51950,492,51950,492,TRUE,Indiana_FALSE_one
Indiana,2014,FALSE,two,83448,561,83448,561,TRUE,Indiana_FALSE_two
Indiana,2014,TRUE,none,26173,251,26173,251,TRUE,Indiana_TRUE_none
Indiana,2014,TRUE,one,754,7,754,7,TRUE,Indiana_TRUE_one
Indiana,2014,TRUE,two,279,4,279,4,TRUE,Indiana_TRUE_two
Indiana,2015,FALSE,none,1971655,20712,1971655,20712,TRUE,Indiana_FALSE_none
Indiana,2015,FALSE,one,49574,447,49574,447,TRUE,Indiana_FALSE_one
Indiana,2015,FALSE,two,79600,568,79600,568,TRUE,Indiana_FALSE_two
Indiana,2015,TRUE,none,22961,275,22961,275,TRUE,Indiana_TRUE_none
Indiana,2015,TRUE,one,1064,13,1064,13,TRUE,Indiana_TRUE_one
Indiana,2015,TRUE,two,0,0,0,0,TRUE,Indiana_TRUE_two
Indiana,2016,FALSE,none,1978369,20883,1978369,20883,TRUE,Indiana_FALSE_none
Indiana,2016,FALSE,one,52036,443,52036,443,TRUE,Indiana_FALSE_one
Indiana,2016,FALSE,two,80050,585,80050,585,TRUE,Indiana_FALSE_two
Indiana,2016,TRUE,none,28668,295,28668,295,TRUE,Indiana_TRUE_none
Indiana,2016,TRUE,one,485,4,485,4,TRUE,Indiana_TRUE_one
Indiana,2016,TRUE,two,408,2,408,2,TRUE,Indiana_TRUE_two
Indiana,2017,FALSE,none,1975595,21119,1975595,21119,TRUE,Indiana_FALSE_none
Indiana,2017,FALSE,one,56906,520,56906,520,TRUE,Indiana_FALSE_one
Indiana,2017,FALSE,two,80669,605,80669,605,TRUE,Indiana_FALSE_two
Indiana,2017,TRUE,none,28616,314,28616,314,TRUE,Indiana_TRUE_none
Indiana,2017,TRUE,one,296,2,296,2,TRUE,Indiana_TRUE_one
Indiana,2017,TRUE,two,152,2,152,2,TRUE,Indiana_TRUE_two
Indiana,2018,FALSE,none,1986165,20859,1986165,20859,TRUE,Indiana_FALSE_none
Indiana,2018,FALSE,one,64885,570,64885,570,TRUE,Indiana_FALSE_one
Indiana,2018,FALSE,two,89217,601,89217,601,TRUE,Indiana_FALSE_two
Indiana,2018,TRUE,none,26237,286,26237,286,TRUE,Indiana_TRUE_none
Indiana,2018,TRUE,one,850,8,850,8,TRUE,Indiana_TRUE_one
Indiana,2018,TRUE,two,236,4,236,4,TRUE,Indiana_TRUE_two
Indiana,2019,FALSE,none,1944126,20686,1944126,20686,TRUE,Indiana_FALSE_none
Indiana,2019,FALSE,one,61600,518,61600,518,TRUE,Indiana_FALSE_one
Indiana,2019,FALSE,two,84302,570,84302,570,TRUE,Indiana_FALSE_two
Indiana,2019,TRUE,none,29472,324,29472,324,TRUE,Indiana_TRUE_none
Indiana,2019,TRUE,one,600,7,600,7,TRUE,Indiana_TRUE_one
Indiana,2019,TRUE,two,0,0,0,0,TRUE,Indiana_TRUE_two
Iowa,2008,FALSE,none,1082194,11585,1082194,11585,FALSE,Iowa_FALSE_none
Iowa,2008,FALSE,one,13906,128,13906,128,FALSE,Iowa_FALSE_one
Iowa,2008,FALSE,two,27143,196,27143,196,FALSE,Iowa_FALSE_two
Iowa,2008,TRUE,none,6662,52,6662,52,FALSE,Iowa_TRUE_none
Iowa,2008,TRUE,one,415,4,415,4,FALSE,Iowa_TRUE_one
Iowa,2008,TRUE,two,0,0,0,0,FALSE,Iowa_TRUE_two
Iowa,2009,FALSE,none,1075761,11473,1075761,11473,FALSE,Iowa_FALSE_none
Iowa,2009,FALSE,one,22013,199,22013,199,FALSE,Iowa_FALSE_one
Iowa,2009,FALSE,two,27401,189,27401,189,FALSE,Iowa_FALSE_two
Iowa,2009,TRUE,none,7310,66,7310,66,FALSE,Iowa_TRUE_none
Iowa,2009,TRUE,one,0,0,0,0,FALSE,Iowa_TRUE_one
Iowa,2009,TRUE,two,0,0,0,0,FALSE,Iowa_TRUE_two
Iowa,2010,FALSE,none,1049495,11263,1049495,11263,FALSE,Iowa_FALSE_none
Iowa,2010,FALSE,one,28923,214,28923,214,FALSE,Iowa_FALSE_one
Iowa,2010,FALSE,two,35122,246,35122,246,FALSE,Iowa_FALSE_two
Iowa,2010,TRUE,none,8206,62,8206,62,FALSE,Iowa_TRUE_none
Iowa,2010,TRUE,one,0,0,0,0,FALSE,Iowa_TRUE_one
Iowa,2010,TRUE,two,0,0,0,0,FALSE,Iowa_TRUE_two
Iowa,2011,FALSE,none,1043774,11087,1043774,11087,FALSE,Iowa_FALSE_none
Iowa,2011,FALSE,one,15869,127,15869,127,FALSE,Iowa_FALSE_one
Iowa,2011,FALSE,two,33292,201,33292,201,FALSE,Iowa_FALSE_two
Iowa,2011,TRUE,none,5755,52,5755,52,FALSE,Iowa_TRUE_none
Iowa,2011,TRUE,one,116,2,116,2,FALSE,Iowa_TRUE_one
Iowa,2011,TRUE,two,0,0,0,0,FALSE,Iowa_TRUE_two
Iowa,2012,FALSE,none,1030066,10959,1030066,10959,FALSE,Iowa_FALSE_none
Iowa,2012,FALSE,one,18734,186,18734,186,FALSE,Iowa_FALSE_one
Iowa,2012,FALSE,two,34403,214,34403,214,FALSE,Iowa_FALSE_two
Iowa,2012,TRUE,none,8609,66,8609,66,FALSE,Iowa_TRUE_none
Iowa,2012,TRUE,one,0,0,0,0,FALSE,Iowa_TRUE_one
Iowa,2012,TRUE,two,0,0,0,0,FALSE,Iowa_TRUE_two
Iowa,2013,FALSE,none,1024192,11096,1024192,11096,FALSE,Iowa_FALSE_none
Iowa,2013,FALSE,one,21115,174,21115,174,FALSE,Iowa_FALSE_one
Iowa,2013,FALSE,two,42828,216,42828,216,FALSE,Iowa_FALSE_two
Iowa,2013,TRUE,none,4995,50,4995,50,FALSE,Iowa_TRUE_none
Iowa,2013,TRUE,one,980,4,980,4,FALSE,Iowa_TRUE_one
Iowa,2013,TRUE,two,0,0,0,0,FALSE,Iowa_TRUE_two
Iowa,2014,FALSE,none,1027202,10825,1027202,10825,TRUE,Iowa_FALSE_none
Iowa,2014,FALSE,one,23507,199,23507,199,TRUE,Iowa_FALSE_one
Iowa,2014,FALSE,two,39050,203,39050,203,TRUE,Iowa_FALSE_two
Iowa,2014,TRUE,none,12958,95,12958,95,TRUE,Iowa_TRUE_none
Iowa,2014,TRUE,one,0,0,0,0,TRUE,Iowa_TRUE_one
Iowa,2014,TRUE,two,0,0,0,0,TRUE,Iowa_TRUE_two
Iowa,2015,FALSE,none,1016665,11072,1016665,11072,TRUE,Iowa_FALSE_none
Iowa,2015,FALSE,one,20659,158,20659,158,TRUE,Iowa_FALSE_one
Iowa,2015,FALSE,two,36408,212,36408,212,TRUE,Iowa_FALSE_two
Iowa,2015,TRUE,none,10961,78,10961,78,TRUE,Iowa_TRUE_none
Iowa,2015,TRUE,one,944,2,944,2,TRUE,Iowa_TRUE_one
Iowa,2015,TRUE,two,0,0,0,0,TRUE,Iowa_TRUE_two
Iowa,2016,FALSE,none,997672,10745,997672,10745,TRUE,Iowa_FALSE_none
Iowa,2016,FALSE,one,26561,223,26561,223,TRUE,Iowa_FALSE_one
Iowa,2016,FALSE,two,46018,218,46018,218,TRUE,Iowa_FALSE_two
Iowa,2016,TRUE,none,9184,99,9184,99,TRUE,Iowa_TRUE_none
Iowa,2016,TRUE,one,0,0,0,0,TRUE,Iowa_TRUE_one
Iowa,2016,TRUE,two,467,2,467,2,TRUE,Iowa_TRUE_two
Iowa,2017,FALSE,none,1013212,10804,1013212,10804,TRUE,Iowa_FALSE_none
Iowa,2017,FALSE,one,22195,193,22195,193,TRUE,Iowa_FALSE_one
Iowa,2017,FALSE,two,46197,245,46197,245,TRUE,Iowa_FALSE_two
Iowa,2017,TRUE,none,10151,93,10151,93,TRUE,Iowa_TRUE_none
Iowa,2017,TRUE,one,656,5,656,5,TRUE,Iowa_TRUE_one
Iowa,2017,TRUE,two,264,2,264,2,TRUE,Iowa_TRUE_two
Iowa,2018,FALSE,none,979159,10711,979159,10711,TRUE,Iowa_FALSE_none
Iowa,2018,FALSE,one,26929,190,26929,190,TRUE,Iowa_FALSE_one
Iowa,2018,FALSE,two,47983,235,47983,235,TRUE,Iowa_FALSE_two
Iowa,2018,TRUE,none,9457,74,9457,74,TRUE,Iowa_TRUE_none
Iowa,2018,TRUE,one,925,4,925,4,TRUE,Iowa_TRUE_one
Iowa,2018,TRUE,two,269,2,269,2,TRUE,Iowa_TRUE_two
Iowa,2019,FALSE,none,994351,10767,994351,10767,TRUE,Iowa_FALSE_none
Iowa,2019,FALSE,one,20079,166,20079,166,TRUE,Iowa_FALSE_one
Iowa,2019,FALSE,two,48469,239,48469,239,TRUE,Iowa_FALSE_two
Iowa,2019,TRUE,none,11108,96,11108,96,TRUE,Iowa_TRUE_none
Iowa,2019,TRUE,one,182,2,182,2,TRUE,Iowa_TRUE_one
Iowa,2019,TRUE,two,647,4,647,4,TRUE,Iowa_TRUE_two
Kansas,2008,FALSE,none,925195,10010,925195,10010,FALSE,Kansas_FALSE_none
Kansas,2008,FALSE,one,25971,236,25971,236,FALSE,Kansas_FALSE_one
Kansas,2008,FALSE,two,45692,334,45692,334,FALSE,Kansas_FALSE_two
Kansas,2008,TRUE,none,5567,46,5567,46,FALSE,Kansas_TRUE_none
Kansas,2008,TRUE,one,0,0,0,0,FALSE,Kansas_TRUE_one
Kansas,2008,TRUE,two,0,0,0,0,FALSE,Kansas_TRUE_two
Kansas,2009,FALSE,none,911189,9768,911189,9768,FALSE,Kansas_FALSE_none
Kansas,2009,FALSE,one,27819,257,27819,257,FALSE,Kansas_FALSE_one
Kansas,2009,FALSE,two,54478,396,54478,396,FALSE,Kansas_FALSE_two
Kansas,2009,TRUE,none,6282,59,6282,59,FALSE,Kansas_TRUE_none
Kansas,2009,TRUE,one,176,2,176,2,FALSE,Kansas_TRUE_one
Kansas,2009,TRUE,two,0,0,0,0,FALSE,Kansas_TRUE_two
Kansas,2010,FALSE,none,890542,9616,890542,9616,FALSE,Kansas_FALSE_none
Kansas,2010,FALSE,one,25512,243,25512,243,FALSE,Kansas_FALSE_one
Kansas,2010,FALSE,two,50170,336,50170,336,FALSE,Kansas_FALSE_two
Kansas,2010,TRUE,none,5383,62,5383,62,FALSE,Kansas_TRUE_none
Kansas,2010,TRUE,one,168,2,168,2,FALSE,Kansas_TRUE_one
Kansas,2010,TRUE,two,641,2,641,2,FALSE,Kansas_TRUE_two
Kansas,2011,FALSE,none,878021,9317,878021,9317,FALSE,Kansas_FALSE_none
Kansas,2011,FALSE,one,25569,229,25569,229,FALSE,Kansas_FALSE_one
Kansas,2011,FALSE,two,49187,371,49187,371,FALSE,Kansas_FALSE_two
Kansas,2011,TRUE,none,6366,62,6366,62,FALSE,Kansas_TRUE_none
Kansas,2011,TRUE,one,0,0,0,0,FALSE,Kansas_TRUE_one
Kansas,2011,TRUE,two,909,4,909,4,FALSE,Kansas_TRUE_two
Kansas,2012,FALSE,none,881315,9492,881315,9492,FALSE,Kansas_FALSE_none
Kansas,2012,FALSE,one,25126,221,25126,221,FALSE,Kansas_FALSE_one
Kansas,2012,FALSE,two,50934,394,50934,394,FALSE,Kansas_FALSE_two
Kansas,2012,TRUE,none,6468,59,6468,59,FALSE,Kansas_TRUE_none
Kansas,2012,TRUE,one,0,0,0,0,FALSE,Kansas_TRUE_one
Kansas,2012,TRUE,two,160,2,160,2,FALSE,Kansas_TRUE_two
Kansas,2013,FALSE,none,885769,9479,885769,9479,FALSE,Kansas_FALSE_none
Kansas,2013,FALSE,one,28280,246,28280,246,FALSE,Kansas_FALSE_one
Kansas,2013,FALSE,two,51379,377,51379,377,FALSE,Kansas_FALSE_two
Kansas,2013,TRUE,none,5778,66,5778,66,FALSE,Kansas_TRUE_none
Kansas,2013,TRUE,one,773,6,773,6,FALSE,Kansas_TRUE_one
Kansas,2013,TRUE,two,238,4,238,4,FALSE,Kansas_TRUE_two
Kansas,2014,FALSE,none,872176,9216,872176,9216,TRUE,Kansas_FALSE_none
Kansas,2014,FALSE,one,32598,277,32598,277,TRUE,Kansas_FALSE_one
