state,year,same_sex,imm_couple,n,n_unweighted,n_ar,n_unweighted_ar,post_2013,group_fe
Oregon,2014,FALSE,one,60785,633,60785,633,TRUE,Oregon_FALSE_one
Oregon,2014,FALSE,two,90268,710,90268,710,TRUE,Oregon_FALSE_two
Oregon,2014,TRUE,none,20909,218,20909,218,TRUE,Oregon_TRUE_none
Oregon,2014,TRUE,one,195,3,195,3,TRUE,Oregon_TRUE_one
Oregon,2014,TRUE,two,83,2,83,2,TRUE,Oregon_TRUE_two
Oregon,2015,FALSE,none,1057100,11406,1057100,11406,TRUE,Oregon_FALSE_none
Oregon,2015,FALSE,one,60886,640,60886,640,TRUE,Oregon_FALSE_one
Oregon,2015,FALSE,two,92904,752,92904,752,TRUE,Oregon_FALSE_two
Oregon,2015,TRUE,none,25303,269,25303,269,TRUE,Oregon_TRUE_none
Oregon,2015,TRUE,one,1077,13,1077,13,TRUE,Oregon_TRUE_one
Oregon,2015,TRUE,two,342,4,342,4,TRUE,Oregon_TRUE_two
Oregon,2016,FALSE,none,1079145,11570,1079145,11570,TRUE,Oregon_FALSE_none
Oregon,2016,FALSE,one,64313,671,64313,671,TRUE,Oregon_FALSE_one
Oregon,2016,FALSE,two,91664,678,91664,678,TRUE,Oregon_FALSE_two
Oregon,2016,TRUE,none,23603,273,23603,273,TRUE,Oregon_TRUE_none
Oregon,2016,TRUE,one,1605,16,1605,16,TRUE,Oregon_TRUE_one
Oregon,2016,TRUE,two,669,5,669,5,TRUE,Oregon_TRUE_two
Oregon,2017,FALSE,none,1079764,11454,1079764,11454,TRUE,Oregon_FALSE_none
Oregon,2017,FALSE,one,66707,643,66707,643,TRUE,Oregon_FALSE_one
Oregon,2017,FALSE,two,86319,699,86319,699,TRUE,Oregon_FALSE_two
Oregon,2017,TRUE,none,25773,289,25773,289,TRUE,Oregon_TRUE_none
Oregon,2017,TRUE,one,1684,21,1684,21,TRUE,Oregon_TRUE_one
Oregon,2017,TRUE,two,232,2,232,2,TRUE,Oregon_TRUE_two
Oregon,2018,FALSE,none,1109716,11692,1109716,11692,TRUE,Oregon_FALSE_none
Oregon,2018,FALSE,one,62502,573,62502,573,TRUE,Oregon_FALSE_one
Oregon,2018,FALSE,two,97300,717,97300,717,TRUE,Oregon_FALSE_two
Oregon,2018,TRUE,none,26509,285,26509,285,TRUE,Oregon_TRUE_none
Oregon,2018,TRUE,one,1428,17,1428,17,TRUE,Oregon_TRUE_one
Oregon,2018,TRUE,two,0,0,0,0,TRUE,Oregon_TRUE_two
Oregon,2019,FALSE,none,1074746,11522,1074746,11522,TRUE,Oregon_FALSE_none
Oregon,2019,FALSE,one,71884,718,71884,718,TRUE,Oregon_FALSE_one
Oregon,2019,FALSE,two,85066,638,85066,638,TRUE,Oregon_FALSE_two
Oregon,2019,TRUE,none,29430,288,29430,288,TRUE,Oregon_TRUE_none
Oregon,2019,TRUE,one,3011,18,3011,18,TRUE,Oregon_TRUE_one
Oregon,2019,TRUE,two,96,2,96,2,TRUE,Oregon_TRUE_two
Pennsylvania,2008,FALSE,none,3918138,43074,3918138,43074,FALSE,Pennsylvania_FALSE_none
Pennsylvania,2008,FALSE,one,105521,956,105521,956,FALSE,Pennsylvania_FALSE_one
Pennsylvania,2008,FALSE,two,167055,1274,167055,1274,FALSE,Pennsylvania_FALSE_two
Pennsylvania,2008,TRUE,none,31013,289,31013,289,FALSE,Pennsylvania_TRUE_none
Pennsylvania,2008,TRUE,one,1082,10,1082,10,FALSE,Pennsylvania_TRUE_one
Pennsylvania,2008,TRUE,two,229,2,229,2,FALSE,Pennsylvania_TRUE_two
Pennsylvania,2009,FALSE,none,3919655,42690,3919655,42690,FALSE,Pennsylvania_FALSE_none
Pennsylvania,2009,FALSE,one,98551,881,98551,881,FALSE,Pennsylvania_FALSE_one
Pennsylvania,2009,FALSE,two,169962,1347,169962,1347,FALSE,Pennsylvania_FALSE_two
Pennsylvania,2009,TRUE,none,37873,364,37873,364,FALSE,Pennsylvania_TRUE_none
Pennsylvania,2009,TRUE,one,515,6,515,6,FALSE,Pennsylvania_TRUE_one
Pennsylvania,2009,TRUE,two,754,4,754,4,FALSE,Pennsylvania_TRUE_two
Pennsylvania,2010,FALSE,none,3823202,42234,3823202,42234,FALSE,Pennsylvania_FALSE_none
Pennsylvania,2010,FALSE,one,104622,971,104622,971,FALSE,Pennsylvania_FALSE_one
Pennsylvania,2010,FALSE,two,186462,1445,186462,1445,FALSE,Pennsylvania_FALSE_two
Pennsylvania,2010,TRUE,none,34053,329,34053,329,FALSE,Pennsylvania_TRUE_none
Pennsylvania,2010,TRUE,one,419,4,419,4,FALSE,Pennsylvania_TRUE_one
Pennsylvania,2010,TRUE,two,182,2,182,2,FALSE,Pennsylvania_TRUE_two
Pennsylvania,2011,FALSE,none,3759743,41234,3759743,41234,FALSE,Pennsylvania_FALSE_none
Pennsylvania,2011,FALSE,one,106965,967,106965,967,FALSE,Pennsylvania_FALSE_one
Pennsylvania,2011,FALSE,two,187207,1393,187207,1393,FALSE,Pennsylvania_FALSE_two
Pennsylvania,2011,TRUE,none,35196,347,35196,347,FALSE,Pennsylvania_TRUE_none
Pennsylvania,2011,TRUE,one,1604,15,1604,15,FALSE,Pennsylvania_TRUE_one
Pennsylvania,2011,TRUE,two,492,4,492,4,FALSE,Pennsylvania_TRUE_two
Pennsylvania,2012,FALSE,none,3770822,41613,3770822,41613,FALSE,Pennsylvania_FALSE_none
Pennsylvania,2012,FALSE,one,101884,888,101884,888,FALSE,Pennsylvania_FALSE_one
Pennsylvania,2012,FALSE,two,188113,1342,188113,1342,FALSE,Pennsylvania_FALSE_two
Pennsylvania,2012,TRUE,none,33257,338,33257,338,FALSE,Pennsylvania_TRUE_none
Pennsylvania,2012,TRUE,one,1322,11,1322,11,FALSE,Pennsylvania_TRUE_one
Pennsylvania,2012,TRUE,two,2915,20,2915,20,FALSE,Pennsylvania_TRUE_two
Pennsylvania,2013,FALSE,none,3653691,40626,3653691,40626,FALSE,Pennsylvania_FALSE_none
Pennsylvania,2013,FALSE,one,110111,962,110111,962,FALSE,Pennsylvania_FALSE_one
Pennsylvania,2013,FALSE,two,192957,1437,192957,1437,FALSE,Pennsylvania_FALSE_two
Pennsylvania,2013,TRUE,none,46884,459,46884,459,FALSE,Pennsylvania_TRUE_none
Pennsylvania,2013,TRUE,one,582,9,582,9,FALSE,Pennsylvania_TRUE_one
Pennsylvania,2013,TRUE,two,0,0,0,0,FALSE,Pennsylvania_TRUE_two
Pennsylvania,2014,FALSE,none,3651161,40160,3651161,40160,TRUE,Pennsylvania_FALSE_none
Pennsylvania,2014,FALSE,one,101088,916,101088,916,TRUE,Pennsylvania_FALSE_one
Pennsylvania,2014,FALSE,two,195456,1343,195456,1343,TRUE,Pennsylvania_FALSE_two
Pennsylvania,2014,TRUE,none,40965,421,40965,421,TRUE,Pennsylvania_TRUE_none
Pennsylvania,2014,TRUE,one,1029,13,1029,13,TRUE,Pennsylvania_TRUE_one
Pennsylvania,2014,TRUE,two,1683,12,1683,12,TRUE,Pennsylvania_TRUE_two
Pennsylvania,2015,FALSE,none,3645194,40229,3645194,40229,TRUE,Pennsylvania_FALSE_none
Pennsylvania,2015,FALSE,one,110496,905,110496,905,TRUE,Pennsylvania_FALSE_one
Pennsylvania,2015,FALSE,two,193262,1424,193262,1424,TRUE,Pennsylvania_FALSE_two
Pennsylvania,2015,TRUE,none,44726,448,44726,448,TRUE,Pennsylvania_TRUE_none
Pennsylvania,2015,TRUE,one,2620,25,2620,25,TRUE,Pennsylvania_TRUE_one
Pennsylvania,2015,TRUE,two,193,2,193,2,TRUE,Pennsylvania_TRUE_two
Pennsylvania,2016,FALSE,none,3506648,38791,3506648,38791,TRUE,Pennsylvania_FALSE_none
Pennsylvania,2016,FALSE,one,108206,928,108206,928,TRUE,Pennsylvania_FALSE_one
Pennsylvania,2016,FALSE,two,212684,1510,212684,1510,TRUE,Pennsylvania_FALSE_two
Pennsylvania,2016,TRUE,none,44403,452,44403,452,TRUE,Pennsylvania_TRUE_none
Pennsylvania,2016,TRUE,one,1049,8,1049,8,TRUE,Pennsylvania_TRUE_one
Pennsylvania,2016,TRUE,two,265,4,265,4,TRUE,Pennsylvania_TRUE_two
Pennsylvania,2017,FALSE,none,3553984,38934,3553984,38934,TRUE,Pennsylvania_FALSE_none
Pennsylvania,2017,FALSE,one,116349,1037,116349,1037,TRUE,Pennsylvania_FALSE_one
Pennsylvania,2017,FALSE,two,216191,1571,216191,1571,TRUE,Pennsylvania_FALSE_two
Pennsylvania,2017,TRUE,none,49008,495,49008,495,TRUE,Pennsylvania_TRUE_none
Pennsylvania,2017,TRUE,one,1976,21,1976,21,TRUE,Pennsylvania_TRUE_one
Pennsylvania,2017,TRUE,two,534,7,534,7,TRUE,Pennsylvania_TRUE_two
Pennsylvania,2018,FALSE,none,3561562,39057,3561562,39057,TRUE,Pennsylvania_FALSE_none
Pennsylvania,2018,FALSE,one,125896,1012,125896,1012,TRUE,Pennsylvania_FALSE_one
Pennsylvania,2018,FALSE,two,225579,1492,225579,1492,TRUE,Pennsylvania_FALSE_two
Pennsylvania,2018,TRUE,none,51315,500,51315,500,TRUE,Pennsylvania_TRUE_none
Pennsylvania,2018,TRUE,one,3824,29,3824,29,TRUE,Pennsylvania_TRUE_one
Pennsylvania,2018,TRUE,two,276,6,276,6,TRUE,Pennsylvania_TRUE_two
Pennsylvania,2019,FALSE,none,3489154,38573,3489154,38573,TRUE,Pennsylvania_FALSE_none
Pennsylvania,2019,FALSE,one,120019,1024,120019,1024,TRUE,Pennsylvania_FALSE_one
Pennsylvania,2019,FALSE,two,225165,1469,225165,1469,TRUE,Pennsylvania_FALSE_two
Pennsylvania,2019,TRUE,none,56953,554,56953,554,TRUE,Pennsylvania_TRUE_none
Pennsylvania,2019,TRUE,one,2309,17,2309,17,TRUE,Pennsylvania_TRUE_one
Pennsylvania,2019,TRUE,two,2657,11,2657,11,TRUE,Pennsylvania_TRUE_two
Rhode Island,2008,FALSE,none,259125,2843,259125,2843,FALSE,Rhode Island_FALSE_none
Rhode Island,2008,FALSE,one,14178,145,14178,145,FALSE,Rhode Island_FALSE_one
Rhode Island,2008,FALSE,two,25832,222,25832,222,FALSE,Rhode Island_FALSE_two
Rhode Island,2008,TRUE,none,3536,45,3536,45,FALSE,Rhode Island_TRUE_none
Rhode Island,2008,TRUE,one,0,0,0,0,FALSE,Rhode Island_TRUE_one
Rhode Island,2008,TRUE,two,0,0,0,0,FALSE,Rhode Island_TRUE_two
Rhode Island,2009,FALSE,none,267837,2934,267837,2934,FALSE,Rhode Island_FALSE_none
Rhode Island,2009,FALSE,one,12591,137,12591,137,FALSE,Rhode Island_FALSE_one
Rhode Island,2009,FALSE,two,24188,256,24188,256,FALSE,Rhode Island_FALSE_two
Rhode Island,2009,TRUE,none,3336,36,3336,36,FALSE,Rhode Island_TRUE_none
Rhode Island,2009,TRUE,one,130,2,130,2,FALSE,Rhode Island_TRUE_one
Rhode Island,2009,TRUE,two,134,1,134,1,FALSE,Rhode Island_TRUE_two
Rhode Island,2010,FALSE,none,258477,2839,258477,2839,FALSE,Rhode Island_FALSE_none
Rhode Island,2010,FALSE,one,14284,143,14284,143,FALSE,Rhode Island_FALSE_one
Rhode Island,2010,FALSE,two,24392,239,24392,239,FALSE,Rhode Island_FALSE_two
Rhode Island,2010,TRUE,none,5534,64,5534,64,FALSE,Rhode Island_TRUE_none
Rhode Island,2010,TRUE,one,132,2,132,2,FALSE,Rhode Island_TRUE_one
Rhode Island,2010,TRUE,two,0,0,0,0,FALSE,Rhode Island_TRUE_two
Rhode Island,2011,FALSE,none,253407,2707,253407,2707,FALSE,Rhode Island_FALSE_none
Rhode Island,2011,FALSE,one,14641,150,14641,150,FALSE,Rhode Island_FALSE_one
Rhode Island,2011,FALSE,two,29964,282,29964,282,FALSE,Rhode Island_FALSE_two
Rhode Island,2011,TRUE,none,2119,24,2119,24,FALSE,Rhode Island_TRUE_none
Rhode Island,2011,TRUE,one,261,2,261,2,FALSE,Rhode Island_TRUE_one
Rhode Island,2011,TRUE,two,0,0,0,0,FALSE,Rhode Island_TRUE_two
Rhode Island,2012,FALSE,none,253493,2693,253493,2693,FALSE,Rhode Island_FALSE_none
Rhode Island,2012,FALSE,one,13329,142,13329,142,FALSE,Rhode Island_FALSE_one
Rhode Island,2012,FALSE,two,30943,293,30943,293,FALSE,Rhode Island_FALSE_two
Rhode Island,2012,TRUE,none,6394,57,6394,57,FALSE,Rhode Island_TRUE_none
Rhode Island,2012,TRUE,one,0,0,0,0,FALSE,Rhode Island_TRUE_one
Rhode Island,2012,TRUE,two,442,3,442,3,FALSE,Rhode Island_TRUE_two
Rhode Island,2013,FALSE,none,250486,2759,250486,2759,FALSE,Rhode Island_FALSE_none
Rhode Island,2013,FALSE,one,14726,165,14726,165,FALSE,Rhode Island_FALSE_one
Rhode Island,2013,FALSE,two,24908,236,24908,236,FALSE,Rhode Island_FALSE_two
Rhode Island,2013,TRUE,none,6730,72,6730,72,FALSE,Rhode Island_TRUE_none
Rhode Island,2013,TRUE,one,363,2,363,2,FALSE,Rhode Island_TRUE_one
Rhode Island,2013,TRUE,two,205,2,205,2,FALSE,Rhode Island_TRUE_two
Rhode Island,2014,FALSE,none,251910,2700,251910,2700,TRUE,Rhode Island_FALSE_none
Rhode Island,2014,FALSE,one,17791,160,17791,160,TRUE,Rhode Island_FALSE_one
Rhode Island,2014,FALSE,two,23899,233,23899,233,TRUE,Rhode Island_FALSE_two
Rhode Island,2014,TRUE,none,4832,53,4832,53,TRUE,Rhode Island_TRUE_none
Rhode Island,2014,TRUE,one,65,2,65,2,TRUE,Rhode Island_TRUE_one
Rhode Island,2014,TRUE,two,118,2,118,2,TRUE,Rhode Island_TRUE_two
Rhode Island,2015,FALSE,none,232073,2567,232073,2567,TRUE,Rhode Island_FALSE_none
Rhode Island,2015,FALSE,one,11663,131,11663,131,TRUE,Rhode Island_FALSE_one
Rhode Island,2015,FALSE,two,27378,240,27378,240,TRUE,Rhode Island_FALSE_two
Rhode Island,2015,TRUE,none,6244,67,6244,67,TRUE,Rhode Island_TRUE_none
Rhode Island,2015,TRUE,one,286,4,286,4,TRUE,Rhode Island_TRUE_one
Rhode Island,2015,TRUE,two,0,0,0,0,TRUE,Rhode Island_TRUE_two
Rhode Island,2016,FALSE,none,225854,2453,225854,2453,TRUE,Rhode Island_FALSE_none
Rhode Island,2016,FALSE,one,16521,154,16521,154,TRUE,Rhode Island_FALSE_one
Rhode Island,2016,FALSE,two,28934,254,28934,254,TRUE,Rhode Island_FALSE_two
Rhode Island,2016,TRUE,none,4983,60,4983,60,TRUE,Rhode Island_TRUE_none
Rhode Island,2016,TRUE,one,600,4,600,4,TRUE,Rhode Island_TRUE_one
Rhode Island,2016,TRUE,two,0,0,0,0,TRUE,Rhode Island_TRUE_two
Rhode Island,2017,FALSE,none,245531,2711,245531,2711,TRUE,Rhode Island_FALSE_none
Rhode Island,2017,FALSE,one,17593,167,17593,167,TRUE,Rhode Island_FALSE_one
Rhode Island,2017,FALSE,two,29920,230,29920,230,TRUE,Rhode Island_FALSE_two
Rhode Island,2017,TRUE,none,4722,63,4722,63,TRUE,Rhode Island_TRUE_none
Rhode Island,2017,TRUE,one,1003,6,1003,6,TRUE,Rhode Island_TRUE_one
Rhode Island,2017,TRUE,two,190,2,190,2,TRUE,Rhode Island_TRUE_two
Rhode Island,2018,FALSE,none,233957,2532,233957,2532,TRUE,Rhode Island_FALSE_none
Rhode Island,2018,FALSE,one,17329,159,17329,159,TRUE,Rhode Island_FALSE_one
Rhode Island,2018,FALSE,two,27251,212,27251,212,TRUE,Rhode Island_FALSE_two
Rhode Island,2018,TRUE,none,6372,74,6372,74,TRUE,Rhode Island_TRUE_none
Rhode Island,2018,TRUE,one,319,4,319,4,TRUE,Rhode Island_TRUE_one
Rhode Island,2018,TRUE,two,0,0,0,0,TRUE,Rhode Island_TRUE_two
Rhode Island,2019,FALSE,none,232188,2614,232188,2614,TRUE,Rhode Island_FALSE_none
Rhode Island,2019,FALSE,one,18405,184,18405,184,TRUE,Rhode Island_FALSE_one
Rhode Island,2019,FALSE,two,27363,212,27363,212,TRUE,Rhode Island_FALSE_two
Rhode Island,2019,TRUE,none,4573,60,4573,60,TRUE,Rhode Island_TRUE_none
Rhode Island,2019,TRUE,one,220,4,220,4,TRUE,Rhode Island_TRUE_one
Rhode Island,2019,TRUE,two,0,0,0,0,TRUE,Rhode Island_TRUE_two
South Carolina,2008,FALSE,none,1333875,14725,1333875,14725,FALSE,South Carolina_FALSE_none
South Carolina,2008,FALSE,one,32541,356,32541,356,FALSE,South Carolina_FALSE_one
South Carolina,2008,FALSE,two,37102,388,37102,388,FALSE,South Carolina_FALSE_two
South Carolina,2008,TRUE,none,10065,114,10065,114,FALSE,South Carolina_TRUE_none
South Carolina,2008,TRUE,one,0,0,0,0,FALSE,South Carolina_TRUE_one
South Carolina,2008,TRUE,two,105,2,105,2,FALSE,South Carolina_TRUE_two
South Carolina,2009,FALSE,none,1330694,14684,1330694,14684,FALSE,South Carolina_FALSE_none
South Carolina,2009,FALSE,one,37950,393,37950,393,FALSE,South Carolina_FALSE_one
South Carolina,2009,FALSE,two,47858,462,47858,462,FALSE,South Carolina_FALSE_two
South Carolina,2009,TRUE,none,10615,118,10615,118,FALSE,South Carolina_TRUE_none
South Carolina,2009,TRUE,one,204,2,204,2,FALSE,South Carolina_TRUE_one
South Carolina,2009,TRUE,two,0,0,0,0,FALSE,South Carolina_TRUE_two
South Carolina,2010,FALSE,none,1319004,14428,1319004,14428,FALSE,South Carolina_FALSE_none
South Carolina,2010,FALSE,one,34639,368,34639,368,FALSE,South Carolina_FALSE_one
South Carolina,2010,FALSE,two,46876,417,46876,417,FALSE,South Carolina_FALSE_two
South Carolina,2010,TRUE,none,8155,107,8155,107,FALSE,South Carolina_TRUE_none
South Carolina,2010,TRUE,one,0,0,0,0,FALSE,South Carolina_TRUE_one
South Carolina,2010,TRUE,two,0,0,0,0,FALSE,South Carolina_TRUE_two
South Carolina,2011,FALSE,none,1346456,13983,1346456,13983,FALSE,South Carolina_FALSE_none
South Carolina,2011,FALSE,one,35553,343,35553,343,FALSE,South Carolina_FALSE_one
South Carolina,2011,FALSE,two,52371,405,52371,405,FALSE,South Carolina_FALSE_two
South Carolina,2011,TRUE,none,6081,83,6081,83,FALSE,South Carolina_TRUE_none
South Carolina,2011,TRUE,one,219,3,219,3,FALSE,South Carolina_TRUE_one
South Carolina,2011,TRUE,two,104,2,104,2,FALSE,South Carolina_TRUE_two
South Carolina,2012,FALSE,none,1274617,13658,1274617,13658,FALSE,South Carolina_FALSE_none
South Carolina,2012,FALSE,one,40588,395,40588,395,FALSE,South Carolina_FALSE_one
South Carolina,2012,FALSE,two,52081,431,52081,431,FALSE,South Carolina_FALSE_two
South Carolina,2012,TRUE,none,11522,122,11522,122,FALSE,South Carolina_TRUE_none
South Carolina,2012,TRUE,one,293,4,293,4,FALSE,South Carolina_TRUE_one
South Carolina,2012,TRUE,two,165,2,165,2,FALSE,South Carolina_TRUE_two
South Carolina,2013,FALSE,none,1280048,13640,1280048,13640,FALSE,South Carolina_FALSE_none
South Carolina,2013,FALSE,one,37452,403,37452,403,FALSE,South Carolina_FALSE_one
South Carolina,2013,FALSE,two,55034,480,55034,480,FALSE,South Carolina_FALSE_two
South Carolina,2013,TRUE,none,14576,168,14576,168,FALSE,South Carolina_TRUE_none
South Carolina,2013,TRUE,one,275,4,275,4,FALSE,South Carolina_TRUE_one
South Carolina,2013,TRUE,two,0,0,0,0,FALSE,South Carolina_TRUE_two
South Carolina,2014,FALSE,none,1272819,13476,1272819,13476,TRUE,South Carolina_FALSE_none
South Carolina,2014,FALSE,one,42025,400,42025,400,TRUE,South Carolina_FALSE_one
South Carolina,2014,FALSE,two,48929,397,48929,397,TRUE,South Carolina_FALSE_two
South Carolina,2014,TRUE,none,15356,164,15356,164,TRUE,South Carolina_TRUE_none
South Carolina,2014,TRUE,one,0,0,0,0,TRUE,South Carolina_TRUE_one
South Carolina,2014,TRUE,two,0,0,0,0,TRUE,South Carolina_TRUE_two
South Carolina,2015,FALSE,none,1297875,13720,1297875,13720,TRUE,South Carolina_FALSE_none
South Carolina,2015,FALSE,one,43287,405,43287,405,TRUE,South Carolina_FALSE_one
South Carolina,2015,FALSE,two,54980,447,54980,447,TRUE,South Carolina_FALSE_two
South Carolina,2015,TRUE,none,9780,119,9780,119,TRUE,South Carolina_TRUE_none
South Carolina,2015,TRUE,one,209,2,209,2,TRUE,South Carolina_TRUE_one
South Carolina,2015,TRUE,two,0,0,0,0,TRUE,South Carolina_TRUE_two
South Carolina,2016,FALSE,none,1296278,13696,1296278,13696,TRUE,South Carolina_FALSE_none
South Carolina,2016,FALSE,one,41052,383,41052,383,TRUE,South Carolina_FALSE_one
South Carolina,2016,FALSE,two,47227,413,47227,413,TRUE,South Carolina_FALSE_two
South Carolina,2016,TRUE,none,14854,163,14854,163,TRUE,South Carolina_TRUE_none
South Carolina,2016,TRUE,one,480,5,480,5,TRUE,South Carolina_TRUE_one
South Carolina,2016,TRUE,two,294,4,294,4,TRUE,South Carolina_TRUE_two
South Carolina,2017,FALSE,none,1288622,13696,1288622,13696,TRUE,South Carolina_FALSE_none
South Carolina,2017,FALSE,one,37696,394,37696,394,TRUE,South Carolina_FALSE_one
South Carolina,2017,FALSE,two,59347,490,59347,490,TRUE,South Carolina_FALSE_two
South Carolina,2017,TRUE,none,19845,205,19845,205,TRUE,South Carolina_TRUE_none
South Carolina,2017,TRUE,one,0,0,0,0,TRUE,South Carolina_TRUE_one
South Carolina,2017,TRUE,two,0,0,0,0,TRUE,South Carolina_TRUE_two
South Carolina,2018,FALSE,none,1283659,13450,1283659,13450,TRUE,South Carolina_FALSE_none
South Carolina,2018,FALSE,one,48361,513,48361,513,TRUE,South Carolina_FALSE_one
South Carolina,2018,FALSE,two,59675,503,59675,503,TRUE,South Carolina_FALSE_two
South Carolina,2018,TRUE,none,16248,193,16248,193,TRUE,South Carolina_TRUE_none
South Carolina,2018,TRUE,one,236,2,236,2,TRUE,South Carolina_TRUE_one
South Carolina,2018,TRUE,two,0,0,0,0,TRUE,South Carolina_TRUE_two
South Carolina,2019,FALSE,none,1317569,13850,1317569,13850,TRUE,South Carolina_FALSE_none
South Carolina,2019,FALSE,one,50488,488,50488,488,TRUE,South Carolina_FALSE_one
South Carolina,2019,FALSE,two,58849,463,58849,463,TRUE,South Carolina_FALSE_two
South Carolina,2019,TRUE,none,21882,209,21882,209,TRUE,South Carolina_TRUE_none
South Carolina,2019,TRUE,one,706,5,706,5,TRUE,South Carolina_TRUE_one
South Carolina,2019,TRUE,two,0,0,0,0,TRUE,South Carolina_TRUE_two
South Dakota,2008,FALSE,none,277303,2978,277303,2978,FALSE,South Dakota_FALSE_none
South Dakota,2008,FALSE,one,5567,38,5567,38,FALSE,South Dakota_FALSE_one
South Dakota,2008,FALSE,two,1957,14,1957,14,FALSE,South Dakota_FALSE_two
South Dakota,2008,TRUE,none,1979,16,1979,16,FALSE,South Dakota_TRUE_none
South Dakota,2008,TRUE,one,0,0,0,0,FALSE,South Dakota_TRUE_one
South Dakota,2008,TRUE,two,0,0,0,0,FALSE,South Dakota_TRUE_two
South Dakota,2009,FALSE,none,279678,3014,279678,3014,FALSE,South Dakota_FALSE_none
South Dakota,2009,FALSE,one,5383,63,5383,63,FALSE,South Dakota_FALSE_one
South Dakota,2009,FALSE,two,2205,28,2205,28,FALSE,South Dakota_FALSE_two
South Dakota,2009,TRUE,none,463,4,463,4,FALSE,South Dakota_TRUE_none
South Dakota,2009,TRUE,one,0,0,0,0,FALSE,South Dakota_TRUE_one
South Dakota,2009,TRUE,two,0,0,0,0,FALSE,South Dakota_TRUE_two
South Dakota,2010,FALSE,none,279078,2969,279078,2969,FALSE,South Dakota_FALSE_none
South Dakota,2010,FALSE,one,4413,36,4413,36,FALSE,South Dakota_FALSE_one
South Dakota,2010,FALSE,two,3664,22,3664,22,FALSE,South Dakota_FALSE_two
South Dakota,2010,TRUE,none,1137,6,1137,6,FALSE,South Dakota_TRUE_none
South Dakota,2010,TRUE,one,0,0,0,0,FALSE,South Dakota_TRUE_one
South Dakota,2010,TRUE,two,0,0,0,0,FALSE,South Dakota_TRUE_two
South Dakota,2011,FALSE,none,283026,2919,283026,2919,FALSE,South Dakota_FALSE_none
South Dakota,2011,FALSE,one,4196,29,4196,29,FALSE,South Dakota_FALSE_one
South Dakota,2011,FALSE,two,5992,44,5992,44,FALSE,South Dakota_FALSE_two
South Dakota,2011,TRUE,none,463,4,463,4,FALSE,South Dakota_TRUE_none
South Dakota,2011,TRUE,one,0,0,0,0,FALSE,South Dakota_TRUE_one
South Dakota,2011,TRUE,two,185,2,185,2,FALSE,South Dakota_TRUE_two
South Dakota,2012,FALSE,none,271117,2885,271117,2885,FALSE,South Dakota_FALSE_none
South Dakota,2012,FALSE,one,5133,43,5133,43,FALSE,South Dakota_FALSE_one
South Dakota,2012,FALSE,two,3583,25,3583,25,FALSE,South Dakota_FALSE_two
South Dakota,2012,TRUE,none,2247,15,2247,15,FALSE,South Dakota_TRUE_none
South Dakota,2012,TRUE,one,0,0,0,0,FALSE,South Dakota_TRUE_one
South Dakota,2012,TRUE,two,0,0,0,0,FALSE,South Dakota_TRUE_two
South Dakota,2013,FALSE,none,284947,2978,284947,2978,FALSE,South Dakota_FALSE_none
South Dakota,2013,FALSE,one,4963,45,4963,45,FALSE,South Dakota_FALSE_one
South Dakota,2013,FALSE,two,5099,30,5099,30,FALSE,South Dakota_FALSE_two
South Dakota,2013,TRUE,none,2165,23,2165,23,FALSE,South Dakota_TRUE_none
South Dakota,2013,TRUE,one,0,0,0,0,FALSE,South Dakota_TRUE_one
South Dakota,2013,TRUE,two,0,0,0,0,FALSE,South Dakota_TRUE_two
South Dakota,2014,FALSE,none,283303,2968,283303,2968,TRUE,South Dakota_FALSE_none
South Dakota,2014,FALSE,one,2640,29,2640,29,TRUE,South Dakota_FALSE_one
South Dakota,2014,FALSE,two,3480,32,3480,32,TRUE,South Dakota_FALSE_two
South Dakota,2014,TRUE,none,1868,18,1868,18,TRUE,South Dakota_TRUE_none
South Dakota,2014,TRUE,one,0,0,0,0,TRUE,South Dakota_TRUE_one
South Dakota,2014,TRUE,two,0,0,0,0,TRUE,South Dakota_TRUE_two
South Dakota,2015,FALSE,none,281756,2953,281756,2953,TRUE,South Dakota_FALSE_none
South Dakota,2015,FALSE,one,7089,50,7089,50,TRUE,South Dakota_FALSE_one
South Dakota,2015,FALSE,two,6342,28,6342,28,TRUE,South Dakota_FALSE_two
South Dakota,2015,TRUE,none,2124,24,2124,24,TRUE,South Dakota_TRUE_none
South Dakota,2015,TRUE,one,140,2,140,2,TRUE,South Dakota_TRUE_one
South Dakota,2015,TRUE,two,0,0,0,0,TRUE,South Dakota_TRUE_two
South Dakota,2016,FALSE,none,272395,2874,272395,2874,TRUE,South Dakota_FALSE_none
South Dakota,2016,FALSE,one,6569,52,6569,52,TRUE,South Dakota_FALSE_one
South Dakota,2016,FALSE,two,5615,48,5615,48,TRUE,South Dakota_FALSE_two
South Dakota,2016,TRUE,none,1011,12,1011,12,TRUE,South Dakota_TRUE_none
South Dakota,2016,TRUE,one,0,0,0,0,TRUE,South Dakota_TRUE_one
South Dakota,2016,TRUE,two,0,0,0,0,TRUE,South Dakota_TRUE_two
South Dakota,2017,FALSE,none,271260,2839,271260,2839,TRUE,South Dakota_FALSE_none
South Dakota,2017,FALSE,one,7715,61,7715,61,TRUE,South Dakota_FALSE_one
South Dakota,2017,FALSE,two,2237,19,2237,19,TRUE,South Dakota_FALSE_two
