fit,se.fit,fit.low,fit.high,origin_score,state_policy
0.17807093926349574,0.3781369770817715,-0.5630775358167764,0.9192194143437679,4,-2
1.2841429664709834,0.3617835246830188,0.5750472580922665,1.9932386748497002,4,7
0.2234187832978792,0.39800972120267225,-0.5566802702593584,1.0035178368551168,5,-2
1.4459617903810276,0.37431642759200096,0.7123015923007057,2.1796219884613492,5,7
0.3141144713666381,0.45074096501698957,-0.5693378200666614,1.1975667627999376,7,-2
1.7695994382011082,0.41198032675356094,0.9621179977641288,2.5770808786380877,7,7
0.0873752511947294,0.35503041259588397,-0.6084843574932032,0.7832348598826621,2,-2
0.9605053186508954,0.3515685473220333,0.27143096589971016,1.6495796714020807,2,7
0.13272309522911271,0.3635920681229608,-0.5799173582918904,0.8453635487501159,3,-2
1.1223241425609396,0.3540949080388347,0.4282981228048236,1.8163501623170557,3,7
0.042027407160353324,0.3528877711606846,-0.6496326243145885,0.7336874386352952,1,-2
0.7986864947408585,0.3543148845777584,0.10422932096845205,1.493143668513265,1,7
-0.0033204368740297097,0.3572796488777216,-0.703588548674364,0.6969476749263046,0,-2
0.6368676708308147,0.36221400552809574,-0.07307178000425285,1.3468071216658823,0,7
-0.04866828090841304,0.3679721446934546,-0.769893684507584,0.672557122690758,-1,-2
0.4750488469207705,0.37494038001820507,-0.25983429791491147,1.2099319917564524,-1,7
0.26876662733225526,0.42245909412367705,-0.5592531971501518,1.0967864518146622,6,-2
1.6077806142910644,0.39122833690638836,0.8409730739545432,2.3745881546275855,6,7
0.3594623154010216,0.48218143077245984,-0.5856132889129997,1.3045379197150428,8,-2
1.9314182621111524,0.43602445122439504,1.076810337711338,2.786026186510967,8,7
-0.09401612494278912,0.3844398969138005,-0.847518322893838,0.6594860730082598,-2,-2
0.3132300230107336,0.3920241647345432,-0.45513733986897104,1.0815973858904382,-2,7
-0.13936396897717213,0.4059807294793272,-0.9350861987566534,0.6563582608023091,-3,-2
0.15141119910068992,0.4129248809451522,-0.6579215675518083,0.9607439657531881,-3,7
