same_sex,origin_score,state_policy,fit.low,fit.high,fit
FALSE,-3.161457062,Neutral,0.1371138638489923,0.20045564326508428,0.17015188887361438
FALSE,-3.161457062,Progressive,0.5223476014463773,0.7230700434849784,0.6263411561535115
FALSE,-3.161457062,Repressive,0.1426601997428566,0.2770130940799688,0.20350695497287413
FALSE,-1.577595092888889,Neutral,0.1450223676728125,0.19950384828772835,0.17286117099003387
FALSE,-1.577595092888889,Progressive,0.5312740272178702,0.7028016832765244,0.6184415297035923
FALSE,-1.577595092888889,Repressive,0.15548031424637346,0.2720586695876309,0.20869729930637376
FALSE,0.006266876222221995,Neutral,0.15191842781919787,0.19708044828403612,0.1754879230347351
FALSE,0.006266876222221995,Progressive,0.5375097727229294,0.6803991465321295,0.6103504460309593
FALSE,0.006266876222221995,Repressive,0.1684414304454569,0.26783991342366714,0.21416163093430557
FALSE,1.590128845333333,Neutral,0.15793262467794114,0.1958916334119314,0.1780134762633676
FALSE,1.590128845333333,Progressive,0.5379467840936433,0.6599156399547541,0.602083732286371
FALSE,1.590128845333333,Repressive,0.181419887481305,0.2643743750292701,0.21990279145026137
FALSE,3.173990814444444,Neutral,0.16496009181564864,0.19583482213638578,0.1804187610878587
FALSE,3.173990814444444,Progressive,0.5412543959797099,0.6393243182549359,0.5936592666995003
FALSE,3.173990814444444,Repressive,0.19542059641508566,0.26354729192346216,0.22592197221264104
FALSE,4.757852783555555,Neutral,0.16748246406500178,0.19676091372024546,0.18268466171938058
FALSE,4.757852783555555,Progressive,0.5376432249490504,0.6314915983379187,0.5850968109921831
FALSE,4.757852783555555,Repressive,0.20028429889130994,0.26841326945182004,0.23221852728843628
FALSE,6.341714752666666,Neutral,0.16823096321645764,0.19840519892969677,0.1847924099096819
FALSE,6.341714752666666,Progressive,0.5222423111780686,0.6300115697402745,0.5764177858006387
FALSE,6.341714752666666,Repressive,0.20059004842594932,0.2806468879456384,0.23878980428967933
FALSE,7.925576721777777,Neutral,0.16828196048708544,0.20091878301876082,0.18672400346539966
FALSE,7.925576721777777,Progressive,0.5049718422289255,0.6349639806446975,0.5676449945061978
FALSE,7.925576721777777,Repressive,0.19699540151121658,0.29602564716673607,0.2456310020284026
FALSE,9.509438690888889,Neutral,0.16797784041241742,0.20385877601448954,0.1884626321204209
FALSE,9.509438690888889,Progressive,0.4883351051623361,0.644844226092802,0.5588023038477984
FALSE,9.509438690888889,Repressive,0.1918099509881361,0.31272985479450677,0.2527350640317807
FALSE,11.09330066,Neutral,0.16501323876648782,0.20635849513048438,0.18999309140280307
FALSE,11.09330066,Progressive,0.4685566971539248,0.6510544545052597,0.5499142921876657
FALSE,11.09330066,Repressive,0.18728201287025975,0.3290016077191465,0.26009261640953124
TRUE,-3.161457062,Neutral,0.1441961079755045,0.20480693946477638,0.17675348682574732
TRUE,-3.161457062,Progressive,0.5004779001189953,0.7001332067310634,0.6025597901275653
TRUE,-3.161457062,Repressive,0.15683401864595142,0.29198125845651096,0.2206867230466874
TRUE,-1.577595092888889,Neutral,0.14607731443756056,0.19917354292065897,0.17406266868989384
TRUE,-1.577595092888889,Progressive,0.5308180602041409,0.6930186622896346,0.6136499807785801
TRUE,-1.577595092888889,Repressive,0.16025375302118436,0.2704285108333212,0.21228735053152598
TRUE,0.006266876222221995,Neutral,0.1464822319501489,0.19258632565211276,0.17116960408832596
TRUE,0.006266876222221995,Progressive,0.559245752501472,0.6893745688045053,0.6246201481592348
TRUE,0.006266876222221995,Repressive,0.1631829777334791,0.2496298197936571,0.20421024775243926
TRUE,1.590128845333333,Neutral,0.14700015668818214,0.18670833321796768,0.16809857840655307
TRUE,1.590128845333333,Progressive,0.585196427019572,0.6875160103327692,0.6354397647407927
TRUE,1.590128845333333,Repressive,0.16584300693327034,0.2287372068741009,0.19646165685265424
TRUE,3.173990814444444,Neutral,0.14736127293868467,0.18157327074286359,0.16487509009307608
TRUE,3.173990814444444,Progressive,0.6036308821498437,0.6842424022853437,0.64607994119198
TRUE,3.173990814444444,Repressive,0.16718454920421474,0.216189655358936,0.1890449687149439
TRUE,4.757852783555555,Neutral,0.14685798505946787,0.17630832036200952,0.16152523305062616
TRUE,4.757852783555555,Progressive,0.6203510864318502,0.6910367240994056,0.6565138578034917
TRUE,4.757852783555555,Repressive,0.16290415344480277,0.20368986657995633,0.18196090914588217
TRUE,6.341714752666666,Neutral,0.14315849984461576,0.17100614160656286,0.15807509815237536
TRUE,6.341714752666666,Progressive,0.6303739608690644,0.7023092099156021,0.6667171303897748
TRUE,6.341714752666666,Repressive,0.15290339171889178,0.20033037749372096,0.17520777145784988
TRUE,7.925576721777777,Neutral,0.13728752000251815,0.16989258939292012,0.15455022031482804
TRUE,7.925576721777777,Progressive,0.6298055250283648,0.721338931561295,0.6766680984810821
TRUE,7.925576721777777,Repressive,0.1409932941103172,0.20038283587446457,0.16878168120408982
TRUE,9.509438690888889,Neutral,0.12943246110765422,0.16957685205999823,0.15097509244390656
TRUE,9.509438690888889,Progressive,0.6294134818857035,0.7412580868377825,0.6863480283452165
TRUE,9.509438690888889,Repressive,0.1285219946008917,0.19965791397480467,0.16267687921087692
TRUE,11.09330066,Neutral,0.1216704541674037,0.17151668910417742,0.14737276125095428
TRUE,11.09330066,Progressive,0.6285887817258355,0.7592400387261341,0.6957412284274237
TRUE,11.09330066,Repressive,0.11900594544199773,0.20025485963899883,0.156886010321622
